ds,actual,predicted,error,lower_50,upper_50,lower_80,upper_80,lower_95,upper_95,in_50_interval,in_80_interval,in_95_interval,n_train_samples,n_features
2023-01-01,-1927.0,-2500.9384223832885,573.9384223832885,-2459.5345121875184,-2045.532837158094,-2577.291861730008,-1878.1647660094413,-2584.6343037290903,-1851.8883030075904,False,True,True,394,67
2023-02-01,1111.0,587.21544366178,523.78455633822,605.5243726415754,1120.6652003964155,506.8044944646507,1221.5986342055708,475.60230121375724,1239.1418358241317,True,True,True,395,67
2023-03-01,562.0,482.8985528854811,79.10144711451892,448.4397054680537,994.6198853311415,400.03697220890024,1116.6728270837425,331.97008490235004,1143.6571538096175,True,True,True,396,67
2023-04-01,820.0,585.8690239593338,234.13097604066616,581.4577956859464,1076.781324829387,486.67819099965544,1212.9837074361672,426.42490584293876,1241.3084862066617,True,True,True,397,67
2023-05-01,969.0,700.6590304994047,268.3409695005953,709.1182228320952,1191.5713313694578,598.4073791493188,1282.7196566938164,532.8508846727227,1351.975786385392,True,True,True,398,67
2023-06-01,657.0,653.8531578253593,3.1468421746407103,671.2031190920585,1101.640451764894,545.2939700848115,1246.7026651620367,494.9221658397851,1319.09348731559,False,True,True,399,67
2023-07-01,-837.0,-1201.2211518138663,364.2211518138663,-1201.4784826573966,-697.5886554886473,-1309.7803395544142,-593.9995418818928,-1358.4277586264766,-530.8885699555955,True,True,True,400,69
2023-08-01,176.0,187.89598346715735,-11.89598346715735,118.42712525231269,653.275665347038,81.29101528766114,795.1175933991308,35.595351900059114,873.409812120886,True,True,True,401,69
2023-09-01,699.0,490.55046553263674,208.44953446736326,421.0816073177921,970.9365711660548,396.4148999216904,1099.199944755871,338.2498339655385,1154.4676065487674,True,True,True,402,69
2023-10-01,983.0,688.2572665480775,294.7427334519225,666.2501699446998,1117.0809260726778,599.7221775197293,1296.9067457713118,578.5489565373794,1352.1744075642082,True,True,True,403,69
2023-11-01,477.0,405.5193623544715,71.48063764552847,410.27232447501245,823.5410771679135,348.5801305438219,1014.1688415777057,305.3910866525725,1086.5980007270323,True,True,True,404,69
2023-12-01,-233.0,-38.90792492004567,-194.09207507995433,-34.15496279950476,307.26398975550745,-107.10894768024735,501.2235024202391,-146.3079314912996,767.9771057738697,False,False,False,405,69
2024-01-01,-2602.0,-2218.6286022479594,-383.3713977520406,-2213.8756401274186,-1899.0503705191595,-2320.4822189584556,-1705.801979612972,-2385.9711449062675,-1411.7435715540441,False,False,False,406,66
2024-02-01,929.0,637.9032871832255,291.09671281677447,609.7110161631173,952.6878792517526,488.61694285248296,1071.8581332260187,404.47509894290295,1235.0196035456993,True,True,True,407,66
2024-03-01,663.0,563.2671207370475,99.73287926295245,490.67463793391505,876.6038910797724,361.3529687383833,896.7716634978151,104.6688817483672,1122.8140486900056,True,True,True,408,66
2024-04-01,798.0,753.3086358430502,44.69136415694982,662.7061933929667,995.7989583085633,523.5689677406124,1082.3849959418635,294.71039685436983,1133.276189407402,True,True,True,409,66
2024-05-01,902.0,696.0610963859639,205.93890361403612,615.1693669839672,926.6959638133283,455.781329524439,999.6540359924591,176.23039167306786,1033.0459715148406,True,True,True,410,66
2024-06-01,474.0,589.6661914471425,-115.66619144714252,500.646277030897,812.3080920866466,395.4258938000663,869.5427406698873,23.032402625831878,891.4636869352316,False,True,True,411,66
2024-07-01,-947.0,-1094.9835829748201,147.98358297482014,-1159.92570475239,-855.5611726141271,-1292.7752842021612,-811.9945088491215,-1661.6173717961308,-790.286260669027,True,True,True,412,66
