target_type,n_predictions,rmse,mae,mape,coverage_50,coverage_80,coverage_95,n_features,train_end,backtest_start,backtest_end
nsa,36,316.0125719507787,198.74993627182423,27.902159046051107,2.857142857142857,2.857142857142857,2.857142857142857,65,2022-12-01,2023-01-01,2025-12-01
