feature,importance_gain,lgbm_rank,mutual_info,mi_rank,target_corr,corr_rank,avg_rank
Credit_Spreads_zscore_12m_mean_lag1,64852.80078125,412,0.024193608668255706,350,0.12626482980871925,263,341.6666666666667
VIX_p99_yoy_change,2588249.5,95,0.004816380239115681,627,0.11759400895353687,304,342.0
emp_sa_private_goods_construction_buildings_nsa_mom,26349.5400390625,483,0.1426930405823632,96,0.09616232224046592,448,342.3333333333333
emp_sa_private_services_financial_nsa_rolling_3m,0.0,679,0.1974936932262099,78,0.12431554680409469,272,343.0
emp_sa_government_federal_postal_nsa_rolling_3m,0.0,535,0.1372658539116305,100,0.10434189972585653,394,343.0
Oil_Prices_zscore_3m_min_lag1,17051.80078125,511,0.03077269706745156,284,0.1346825730596177,234,343.0
ISM_NonManufacturing_Index_yoy_change,0.0,572,0.03600764329020789,251,0.13981206495111187,214,345.6666666666667
VIX_zscore_12m_min_mom_change,31766656.0,18,0.04562182246209012,199,0.056775576902381,820,345.6666666666667
emp_sa_private_services_trade_transportation_utilities_utilities_nsa_mom,0.0,739,0.12737100718261063,114,0.1488713397382364,185,346.0
VIX_mean_6m_change,205550.0,265,0.015644819741101657,451,0.11479048901958752,324,346.6666666666667
emp_sa_private_services_professional_business_admin_waste_nsa_6m_chg,107569.19921875,343,0.43065242066601206,13,0.06810175225215664,685,347.0
SP500_30d_return_18m_change,69988.8984375,400,0.006040455275870382,601,0.2632971378793408,41,347.3333333333333
Oil_Prices_zscore_min_6m_change,39598790.0,12,0.0,776,0.12905818960131277,255,347.6666666666667
Oil_Prices_30d_crash_latest,841520.6015625,138,0.005388010608382565,620,0.1217575039640686,286,348.0
emp_sa_government_federal_postal_nsa_6m_chg,0.0,820,0.18668750350097074,81,0.16395134582393406,143,348.0
emp_sa_private_services_information_data_processing_nsa_rolling_3m,0.0,672,0.035813838765057504,254,0.17913528687965824,119,348.3333333333333
SP500_consecutive_down_days_lag2,12739075.6015625,42,0.0,908,0.19218651710508142,98,349.3333333333333
emp_sa_private_services_financial_nsa_mom,312618.0,226,0.18421398249373588,83,0.06295916840262855,741,350.0
SP500_crash_month_lag3,0.0,589,0.041940638445757905,218,0.13283224888188302,246,351.0
Oil_Prices_zscore_12m_min_yoy_change,127064.0,315,0.011503213650249755,518,0.13827841187047252,220,351.0
emp_sa_government_state_education_nsa_mom,0.0,904,0.2327652526825803,63,0.201507531234005,89,352.0
ISM_Manufacturing_Index_rolling_mean_3,1085512.8984375,127,0.01454425346153343,472,0.0948379602614282,458,352.3333333333333
Oil_Prices_zscore_12m_min_2yr_change,14835.900390625,513,0.023651955853605244,358,0.14772733965229876,190,353.6666666666667
Oil_Prices_zscore_3m_max_18m_change,73226.19921875,395,0.019669473355865108,399,0.12488505509684554,269,354.3333333333333
nfp_nsa_divergence_3m,30832.099609375,476,0.3929421447411574,18,0.08016212663031655,570,354.6666666666667
CB_Consumer_Confidence_volatility_6m,1292716.30078125,117,0.00944286343800993,544,0.10192765196860443,409,356.6666666666667
Yield_Curve_vol_of_changes_rolling_mean_6,1247721.0,118,0.013655108694405449,490,0.09382684364805857,463,357.0
Credit_Spreads_accel_volatility_mom_change,338317.0,217,0.0012651958182217093,700,0.1572248005295417,155,357.3333333333333
JOLTS_Quits_yoy_change,608476.0,166,0.034297489537905346,260,0.07108513811677222,648,358.0
Challenger_Job_Cuts_latest,0.0,604,0.03135611797702165,278,0.14694544567183082,193,358.3333333333333
emp_sa_private_services_financial_nsa_volatility,4357213.296875,81,0.006752088355153951,586,0.10209663633454655,408,358.3333333333333
Oil_Prices_zscore_3m_mean_rolling_mean_3,0.0,663,0.03013851795937761,290,0.17445096959480708,128,360.3333333333333
Oil_Prices_zscore_3m_min_rolling_mean_3,353251.8974609375,213,0.0,731,0.1655881775933843,139,361.0
nfp_sa_divergence_6m,151908.900390625,297,0.0969557048179186,125,0.07020097508257428,661,361.0
Yield_Curve_accel_volatility_mom_change,0.0,548,0.020810492604603326,386,0.15928266848635325,150,361.3333333333333
JOLTS_Layoffs_6m_change,682419.599609375,155,0.0,858,0.21017262210580223,72,361.6666666666667
emp_sa_private_goods_construction_heavy_civil_nsa_rolling_3m,17807.599609375,508,0.3242463506034663,30,0.08202726672804035,547,361.6666666666667
SP500_30d_return_lag1,35663.69921875,465,0.006422775635551048,592,0.2941211383002567,28,361.6666666666667
JOLTS_Layoffs_yoy_change,0.0,767,0.033688255786787025,262,0.21791062465410724,64,364.3333333333333
emp_sa_government_local_nsa_rolling_3m,0.0,892,0.49868863160852017,5,0.1446553747758384,196,364.3333333333333
Oil_Prices_mean_volatility_6m,95245.09765625,359,0.02947024666112341,296,0.0965325512030715,444,366.3333333333333
emp_sa_private_services_education_health_nsa_latest,0.0,730,0.2961790933920412,35,0.11237396738996125,335,366.6666666666667
emp_sa_private_services_professional_business_professional_technical_nsa_mom,762090.69921875,145,0.23258358884993902,64,0.05206297595107182,892,367.0
emp_sa_private_services_other_nsa_rolling_3m,0.0,747,0.24967115369277293,56,0.11838357837672392,298,367.0
emp_sa_private_services_information_motion_picture_nsa_latest,24075.80078125,489,0.05496339146008733,180,0.0984109569489309,433,367.3333333333333
emp_sa_private_goods_construction_heavy_civil_nsa_volatility,0.0,709,0.08062682403265686,142,0.12933020310066165,253,368.0
emp_sa_government_state_excluding_education_nsa_mom,0.0,825,0.13953427887615932,97,0.14900921871729314,183,368.3333333333333
Credit_Spreads_avg_6m_change,42513521.0,10,0.05659783865491885,176,0.05007900741813032,919,368.3333333333333
Credit_Spreads_vol_of_changes_trend_12m,109991.8984375,342,0.02321028779387202,362,0.10243823839098719,403,369.0
Credit_Spreads_avg_18m_change,9078100.0,61,0.020430020723042563,392,0.07066495288887234,655,369.3333333333333
emp_sa_government_federal_nsa_mom,70596.998046875,398,0.08409854636343717,136,0.07963111512276075,576,370.0
Yield_Curve_vol_of_changes_lag1,215159.30078125,260,0.0,779,0.21010672057000804,73,370.6666666666667
JOLTS_Quits_mom_change,39261.30078125,453,0.03282254067532753,268,0.10446470673281145,392,371.0
SP500_zscore_3m_max_rolling_mean_24,12289500.0,46,0.0035900777973236764,655,0.10024358147397076,417,372.6666666666667
emp_sa_private_services_trade_transportation_utilities_transportation_warehousing_nsa_6m_chg,34726.69921875,469,0.16126318223010028,91,0.08088839962182992,558,372.6666666666667
Credit_Spreads_vol_of_changes_volatility_6m,0.0,668,0.050324858776966686,192,0.1277041818605521,260,373.3333333333333
SP500_circuit_breaker_lag1,0.0,788,0.027533576829721795,314,0.3694550502773586,19,373.6666666666667
emp_sa_private_services_information_data_processing_nsa_latest,44800.1015625,443,0.00953576863600647,542,0.16840555906930896,137,374.0
Yield_Curve_monthly_chg_volatility_6m,48433.30078125,440,0.03047114258104955,287,0.10396669283619919,396,374.3333333333333
emp_sa_private_services_information_data_processing_nsa_6m_chg,0.0,688,0.07905538827945646,143,0.11946472378344498,292,374.3333333333333
emp_sa_private_services_professional_business_professional_technical_nsa_6m_chg,65419.400390625,410,0.18507090869212828,82,0.07253411727594009,632,374.6666666666667
SP500_max_5d_drop_lag12,479772.5,183,0.0,773,0.1519314690384295,172,376.0
AWH_All_Private_6m_change,39103.80078125,455,0.021086153674565455,379,0.119374621478318,294,376.0
SP500_volatility_rolling_mean_3,222360.0,254,0.02437866788478482,349,0.08421311682841962,530,377.6666666666667
VIX_p99_volatility_6m,17188.30078125,509,0.015221277860249405,458,0.15223775599199038,169,378.6666666666667
Yield_Curve_vol_of_changes_rolling_mean_3,222396.69921875,253,0.01496057400868267,462,0.09963364247261254,421,378.6666666666667
SP500_days_circuit_breaker_lag1,0.0,846,0.02959677493546753,294,0.6221719923829067,2,380.6666666666667
VIX_max_5d_spike_18m_change,13618661.001953125,40,0.01630888198947744,440,0.0701814472633184,663,381.0
Oil_Prices_zscore_12m_mean_volatility_6m,12195070.703125,47,0.004846417090495159,626,0.09332486114382382,470,381.0
emp_sa_private_goods_nsa_latest,194898.599609375,271,0.3598247528824734,24,0.05519083125815005,848,381.0
Yield_Curve_monthly_chg_mom_change,8881262.49609375,63,0.004375938255437362,642,0.0968595066293096,439,381.3333333333333
emp_sa_private_goods_manufacturing_durable_nsa_mom,227417.0,250,0.13309870535664325,104,0.05834147534441525,790,381.3333333333333
SP500_max_5d_drop_rolling_mean_3,583575.0,169,0.0,875,0.19036481850559955,101,381.6666666666667
emp_sa_government_federal_nsa_3m_chg,162096.69140625,293,0.11777105517473263,118,0.06359231121342172,734,381.6666666666667
CCSA_max_spike_6m_change,0.0,809,0.09528549409611031,126,0.14061821152172008,211,382.0
emp_sa_private_services_financial_real_estate_nsa_rolling_3m,81464.296875,379,0.26959465219794154,50,0.06491806260316114,719,382.6666666666667
SP500_best_day_yoy_change,0.0,546,0.01106138645887711,526,0.20610258971281542,78,383.3333333333333
VIX_p99_6m_change,0.0,590,0.02488316590084505,342,0.13686041223455375,223,385.0
ADP_actual_lag1,20293.80078125,501,0.057871743068462767,172,0.09146648988641995,483,385.3333333333333
ADP_forecast_2yr_change,0.0,877,0.03306757701354046,266,0.38788055862760346,17,386.6666666666667
Yield_Curve_monthly_chg_lag1,68117786.69921875,5,0.0,784,0.1073552221407876,372,387.0
VIX_high_regime_lag18,1735211.0,108,0.014390235010247832,475,0.07914400843072289,579,387.3333333333333
emp_sa_government_state_excluding_education_nsa_latest,0.0,860,0.17887387225058005,85,0.13902905025263748,217,387.3333333333333
ISM_NonManufacturing_Index_6m_change,388132.197265625,203,0.0,781,0.1511310934459796,179,387.6666666666667
emp_sa_private_services_professional_business_management_companies_nsa_mom,83472.498046875,377,0.12225290376329445,115,0.06925854991172561,672,388.0
VIX_mean_volatility_12m,124112.90234375,319,0.02088401196317502,384,0.09419606106437588,462,388.3333333333333
VIX_30d_spike_lag1,145148.99462890625,303,0.0,797,0.21492994688536513,67,389.0
Credit_Spreads_acceleration_18m_change,48501910.09765625,8,0.0,812,0.11070948465945922,347,389.0
VIX_max_5d_spike_lag1,16590005.69921875,37,0.015836522234738304,448,0.06790772961470767,690,391.6666666666667
emp_sa_private_goods_manufacturing_durable_nsa_mom_pct,625823.3984375,163,0.02256967407865451,365,0.0709952154235415,649,392.3333333333333
Oil_Prices_30d_crash_lag1,371166.69921875,209,0.005176701126254457,622,0.11088523506725072,346,392.3333333333333
Oil_Prices_zscore_3m_min_6m_change,43918.69921875,444,0.03608935276811742,250,0.09061407439848417,491,395.0
ISM_NonManufacturing_Index_mom_change,9964857.700195312,56,0.0,914,0.13970351965517672,215,395.0
Yield_Curve_monthly_chg_rolling_mean_12,126309.0,316,0.05239344937692625,187,0.06814971951151558,684,395.6666666666667
SP500_zscore_3m_max_18m_change,0.0,633,0.026581666021910255,324,0.135441874491826,230,395.6666666666667
Credit_Spreads_vol_of_changes_yoy_change,0.0,684,0.04096076730010756,221,0.12178188760131334,285,396.6666666666667
SP500_max_drawdown_lag1,0.0,659,0.017324745666546182,432,0.18993802869792062,104,398.3333333333333
Oil_Prices_zscore_12m_min_volatility_6m,6914530.099609375,76,0.0,752,0.10771278225323277,368,398.6666666666667
emp_sa_private_services_other_religious_nsa_volatility,57864.5,422,0.07507969935605141,148,0.07348525691542995,627,399.0
NOAA_Human_Impact_Index_lag6,107231.6005859375,345,0.037814947975741475,239,0.07445228739578896,614,399.3333333333333
emp_sa_private_services_other_religious_nsa_latest,122043.5,322,0.27845199653599906,44,0.056155540574649145,832,399.3333333333333
emp_sa_private_services_professional_business_nsa_mom,0.0,637,0.21981399808818924,67,0.0899669895435454,496,400.0
SP500_zscore_3m_min_mom_change,8706440.0,64,0.011295441251101046,520,0.07420410263997937,619,401.0
emp_sa_private_services_trade_transportation_utilities_utilities_nsa_rolling_3m,0.0,602,0.13945290638884789,98,0.087776264548336,505,401.6666666666667
VIX_30d_spike_volatility_12m,1434816.0,115,0.008430175938742845,559,0.08412127549146653,533,402.3333333333333
Oil_Prices_zscore_12m_max_mom_change,815928.2958984375,139,0.01547939665262632,454,0.07438682103276548,616,403.0
SP500_crash_month_lag1,0.0,900,0.028678796743841328,305,0.5468119209547481,5,403.3333333333333
emp_sa_private_goods_manufacturing_nondurable_nsa_volatility,0.0,808,0.07012767477893256,151,0.13015893720103167,251,403.3333333333333
ISM_Manufacturing_Index_6m_change,12917.5,519,0.01191620689402395,510,0.14917243183144302,182,403.6666666666667
VIX_p99_rolling_mean_3,307519.6953125,228,0.0,745,0.133861584075066,240,404.3333333333333
emp_sa_private_services_professional_business_admin_waste_nsa_latest,38314.80078125,457,0.3382056787149659,29,0.0639962138188288,730,405.3333333333333
SP500_crash_month_lag18,0.0,661,0.025725770713742158,330,0.13622343726464112,226,405.6666666666667
Financial_Stress_monthly_avg_lag1,202551.30078125,268,0.0,891,0.21822063762568727,63,407.3333333333333
JOLTS_Layoffs_latest,0.0,837,0.024181298861042144,352,0.2842213287594341,33,407.3333333333333
VIX_high_regime_18m_change,0.0,543,0.019439920243752518,400,0.12304922874967233,280,407.6666666666667
CCSA_max_spike_lag2,312640.0,225,0.008396529334318892,561,0.09706371477178355,437,407.6666666666667
emp_sa_private_services_professional_business_admin_waste_nsa_3m_chg,12233.400390625,521,0.3499447605946169,25,0.06844448108012317,679,408.3333333333333
Credit_Spreads_vol_of_changes_2yr_change,19854.19921875,502,0.014375473223157353,477,0.13190394716257836,247,408.6666666666667
emp_sa_private_services_financial_finance_insurance_nsa_mom,13543.599609375,517,0.12789797887438992,113,0.07604878041603515,601,410.3333333333333
emp_sa_private_services_information_motion_picture_nsa_6m_chg,21166.30078125,498,0.038036447920621885,237,0.08881013868010075,498,411.0
SP500_best_day_trend_12m,48744.80078125,439,0.006726271917782967,587,0.1407535477691449,210,412.0
SP500_bear_market_rolling_mean_3,0.0,758,0.02660690739821181,323,0.1537080115984308,164,415.0
Oil_Prices_zscore_3m_min_18m_change,0.0,634,0.05090545477289865,191,0.09986590371151546,420,415.0
ADP_actual_rolling_mean_3,75169.298828125,389,0.03781001639194059,240,0.07428255854524023,617,415.3333333333333
Yield_Curve_max_mom_change,287059.8984375,234,0.031050035389490915,280,0.06370546373636828,732,415.3333333333333
Weekly_Econ_Index_monthly_avg_volatility_6m,9864512.0,57,0.013670064160430151,489,0.06608755246224995,705,417.0
SP500_max_drawdown_volatility_6m,54316.8984375,430,0.009075351658332842,549,0.1242008202111389,273,417.3333333333333
Oil_Prices_zscore_3m_max_lag2,8074919.0,70,0.0,831,0.10985750895884576,352,417.6666666666667
ADP_forecast_18m_change,0.0,916,0.025648176921079457,331,0.4310206923522389,16,421.0
SP500_days_circuit_breaker_rolling_mean_3,0.0,909,0.026330887652150192,327,0.298599834633667,27,421.0
SP500_circuit_breaker_latest,0.0,617,0.034809724227228056,257,0.10451068473761702,391,421.6666666666667
Credit_Spreads_vol_of_changes_latest,0.0,794,0.040258723613579406,227,0.13310468866852335,245,422.0
JOLTS_Layoffs_rolling_mean_3,20803.5,500,0.018405329449849184,415,0.10973318036875872,354,423.0
emp_sa_private_goods_manufacturing_durable_nsa_latest,132739.0,310,0.1291766868732629,109,0.054639309004938734,854,424.3333333333333
Challenger_Job_Cuts_yoy_change,785425.09765625,142,0.0,896,0.13462152279187944,235,424.3333333333333
Credit_Spreads_acceleration_volatility_12m,57388242.5,6,0.0011635285812774399,701,0.08031985433427122,568,425.0
Credit_Spreads_acceleration_lag6,35804.5,463,0.02519948174059916,336,0.09195807312346845,477,425.3333333333333
Credit_Spreads_vol_of_changes_18m_change,0.0,872,0.05917377482564312,168,0.1339194893793791,239,426.3333333333333
AWH_All_Private_latest,0.0,532,0.04918753458639502,193,0.08146113855629622,555,426.6666666666667
emp_sa_private_services_information_broadcasting_nsa_volatility,66170.1015625,406,0.010405509322073847,531,0.11090238475668197,344,427.0
VIX_30d_spike_rolling_mean_3,0.0,685,0.020987695909406412,381,0.13830940415609577,219,428.3333333333333
SP500_max_drawdown_yoy_change,0.0,645,0.014716564517654795,467,0.15162372882263905,173,428.3333333333333
quarter_cos,0.0,566,0.22895320115090767,65,0.07023800346007003,660,430.3333333333333
VIX_volatility_volatility_6m,443215.69921875,191,0.0,720,0.10530982156439776,383,431.3333333333333
Credit_Spreads_acceleration_yoy_change,23804.0,491,0.005523183499967832,617,0.14837812262224645,187,431.6666666666667
emp_sa_private_services_information_data_processing_nsa_3m_chg,0.0,857,0.027850668078448937,313,0.17498366637577498,126,432.0
VIX_volatility_rolling_mean_3,1505764.7021484375,114,0.0,746,0.09757908586799857,436,432.0
VIX_max_volatility_6m,92478.703125,361,0.004383708334552594,641,0.11870717480824615,296,432.6666666666667
Credit_Spreads_acceleration_6m_change,113065.80078125,336,0.0,810,0.15846888894165992,153,433.0
nfp_sa_mom_rolling_6m,0.0,615,0.09066259564063905,129,0.08087050716771715,559,434.3333333333333
Oil_Prices_zscore_3m_max_latest,8031.509765625,526,0.02836152496800093,310,0.09340063835042213,468,434.6666666666667
emp_sa_private_services_trade_transportation_utilities_utilities_nsa_volatility,132104.001953125,311,0.03623141387453144,249,0.06238001521745752,746,435.3333333333333
VIX_zscore_3m_min_rolling_mean_6,57331.6015625,423,0.052533988890862915,186,0.06655336101030608,699,436.0
Credit_Spreads_vol_of_changes_rolling_mean_6,26240.69921875,484,0.01357048262193894,491,0.11219883141873863,336,437.0
NOAA_Human_Impact_Index_lag24,97763.701171875,355,0.024866840826150316,343,0.07462425028716944,613,437.0
ADP_actual_6m_change,0.0,854,0.03158305152028218,276,0.15062346511361815,181,437.0
VIX_p99_mom_change,681653.1953125,157,0.0,804,0.1100956385509438,351,437.3333333333333
Oil_Prices_mean_volatility_12m,8954.08984375,523,0.05680140834232983,174,0.0744081426856068,615,437.3333333333333
SP500_zscore_12m_min_lag3,0.0,536,0.02644125066547698,325,0.09544705678562852,452,437.6666666666667
Credit_Spreads_zscore_12m_min_latest,179562.09765625,282,0.06549128602931731,157,0.05288498737113705,877,438.6666666666667
SP500_days_circuit_breaker_mom_change,0.0,681,0.005285450755041277,621,0.45958090787739186,14,438.6666666666667
ADP_actual_lag3,104070.90234375,350,0.042997449030277135,210,0.061554289135331515,757,439.0
Oil_Prices_zscore_12m_min_rolling_mean_3,0.0,680,0.014492146853884336,473,0.15368771189808272,165,439.3333333333333
Credit_Spreads_avg_lag1,0.0,534,0.03475635035011937,258,0.08477266886386163,526,439.3333333333333
emp_sa_private_services_other_repair_nsa_rolling_3m,0.0,582,0.08354331389444125,139,0.07617405959595773,599,440.0
Credit_Spreads_zscore_3m_max_mom_change,25258.69921875,487,0.020694882852078322,388,0.09636510869924332,446,440.3333333333333
Credit_Spreads_zscore_3m_max_lag12,32181.30078125,474,0.011578776012208802,517,0.11277358819943613,332,441.0
SP500_best_day_6m_change,0.0,670,0.007526858168695583,577,0.20649594333471083,77,441.3333333333333
Yield_Curve_zscore_3m_max_mom_change,147604.90234375,300,0.040853238737371456,222,0.05758657316996965,802,441.3333333333333
Yield_Curve_vol_of_changes_rolling_mean_24,96977.69921875,357,0.04067076272077941,225,0.06246432160355575,745,442.3333333333333
Oil_Prices_zscore_3m_min_yoy_change,90987.0,364,0.002459698509280628,674,0.11942525365612641,293,443.6666666666667
Oil_Prices_volatility_lag1,77431.201171875,385,0.039778797164207624,231,0.06516544661485167,717,444.3333333333333
Empire_State_Mfg_latest,17106.30078125,510,0.0009264997798927865,707,0.1813802806795019,117,444.6666666666667
Oil_Prices_zscore_3m_mean_yoy_change,89077.6015625,369,0.016882907925885426,437,0.0842666480389358,529,445.0
emp_sa_private_goods_mining_logging_nsa_3m_chg,0.0,795,0.08588864443595057,135,0.10217583784931618,407,445.6666666666667
SP500_bear_market_6m_change,0.0,605,0.004875378242632955,625,0.18644232619355033,110,446.6666666666667
NOAA_Human_Impact_Index_rolling_mean_24,107033.501953125,347,0.05168928816899143,188,0.057424756408139696,806,447.0
SP500_circuit_breaker_rolling_mean_3,0.0,673,0.024971237431713256,341,0.11379752684359316,327,447.0
SP500_worst_day_trend_12m,0.0,649,0.045617316576239464,200,0.09039850922342305,493,447.3333333333333
Yield_Curve_vol_of_changes_mom_change,76299.8984375,386,0.0,847,0.18750391228474908,109,447.3333333333333
emp_sa_private_services_professional_business_management_companies_nsa_rolling_3m,0.0,754,0.19998741343909243,76,0.08614064836449498,513,447.6666666666667
SP500_volatility_lag1,0.0,530,0.013415277017589489,495,0.11588435872984772,319,448.0
Oil_Prices_zscore_3m_max_mom_change,86521.0,372,0.0006394448617745851,713,0.12729470846080032,261,448.6666666666667
Oil_Prices_zscore_3m_mean_trend_12m,169333.296875,286,0.0,730,0.11288948137559779,330,448.6666666666667
SP500_max_drawdown_volatility_12m,3408580.0,87,0.014627960584620237,470,0.05814567399429518,791,449.3333333333333
emp_sa_private_services_leisure_hospitality_nsa_3m_chg,0.0,723,0.3427684518695955,28,0.07675714364582541,597,449.3333333333333
VIX_zscore_12m_mean_volatility_6m,5544035.30078125,79,0.0,729,0.0822397111722248,544,450.6666666666667
Oil_Prices_zscore_3m_min_rolling_mean_6,0.0,644,0.04042683711830186,226,0.09152272839391797,482,450.6666666666667
emp_sa_private_services_information_other_nsa_mom,49396.0,435,0.08389407914375235,137,0.05904312520607847,780,450.6666666666667
Credit_Spreads_vol_of_changes_volatility_12m,122946.09765625,321,0.0021041694520058662,681,0.11036478288221567,350,450.6666666666667
Financial_Stress_monthly_avg_lag3,85776.5,374,0.018039071175028898,418,0.08080939624266611,560,450.6666666666667
VIX_panic_regime_yoy_change,0.0,677,0.006724233724543893,588,0.19953128391169098,90,451.6666666666667
emp_sa_private_goods_manufacturing_durable_nsa_3m_chg,119374.69921875,328,0.12115118703830907,116,0.05062279379465129,913,452.3333333333333
Credit_Spreads_zscore_12m_mean_volatility_6m,478790.0,185,0.008688081054683217,555,0.07417409418559948,620,453.3333333333333
AWH_All_Private_lag3,0.0,568,0.02956657074917013,295,0.08885201151605514,497,453.3333333333333
Credit_Spreads_zscore_12m_min_volatility_6m,0.0,573,0.04429732982831025,204,0.07863002030852803,584,453.6666666666667
JOLTS_Layoffs_volatility_12m,2358930.0,98,0.005702481018922789,611,0.07075247492801806,653,454.0
VIX_zscore_3m_max_lag3,0.0,562,0.01603662289456409,444,0.10917326577469483,358,454.6666666666667
VIX_mean_lag18,179840.0,280,0.03954116424891918,232,0.05467122978998541,853,455.0
Credit_Spreads_monthly_chg_mom_change,107369.1025390625,344,0.006073261221969606,599,0.09913834740566699,424,455.6666666666667
SP500_worst_day_lag12,0.0,567,0.01794902872430404,420,0.1057307998521263,381,456.0
ISM_Manufacturing_Index_2yr_change,7082.009765625,528,0.005979403730209221,604,0.13444025119962175,237,456.3333333333333
Challenger_Job_Cuts_2yr_change,42912.5,445,0.0029902296301225206,665,0.12787294014934944,259,456.3333333333333
Credit_Spreads_acceleration_lag12,200505.30078125,269,0.009177623903238175,548,0.08165704426636455,553,456.6666666666667
VIX_zscore_3m_mean_lag3,42092.3984375,447,0.013776386641795924,487,0.0968821244483407,438,457.3333333333333
Oil_Prices_zscore_min_latest,73480.0,394,0.027045094883187737,317,0.07017409694747907,664,458.3333333333333
SP500_crash_month_rolling_mean_6,0.0,793,0.030532580306656065,286,0.11866573311888566,297,458.6666666666667
Oil_Prices_30d_crash_trend_12m,72458.71166992188,396,0.014869131147726478,464,0.08565486963867079,517,459.0
emp_sa_private_nsa_mom,0.0,882,0.21340866216687315,71,0.09909333101374913,425,459.3333333333333
VIX_panic_regime_latest,0.0,787,0.008367550248091549,562,0.28711546343151406,31,460.0
Oil_Prices_zscore_3m_mean_lag2,386914.59765625,205,0.0,899,0.12237981592297717,281,461.6666666666667
Oil_Prices_zscore_12m_max_lag18,66794.703125,404,0.01792006675630642,421,0.08080614837006828,561,462.0
emp_sa_private_goods_mining_logging_logging_nsa_6m_chg,0.0,876,0.19748512950448927,79,0.09847280772748197,432,462.3333333333333
SP500_zscore_12m_mean_lag3,0.0,538,0.015104418871705771,459,0.10452686250470782,390,462.3333333333333
AHE_Private_mom_change,30394.19921875,478,0.04455290984718774,203,0.0660501521913232,707,462.6666666666667
VIX_volatility_volatility_12m,35195.619140625,467,0.017599083097212365,428,0.08834863857227634,499,464.6666666666667
emp_sa_government_federal_postal_nsa_3m_chg,0.0,893,0.1693687838351532,88,0.1004610032160445,416,465.6666666666667
Weekly_Econ_Index_monthly_avg_yoy_change,0.0,651,0.009320202571341252,547,0.14411997991784295,200,466.0
Industrial_Production_yoy_change,141827.2021484375,304,0.02915797644802076,298,0.057768875363795234,797,466.3333333333333
Credit_Spreads_acceleration_rolling_mean_12,204317.39453125,266,0.005810369416219707,609,0.08500766594466815,524,466.3333333333333
Oil_Prices_30d_crash_lag2,692829.611328125,150,0.001381340736819503,697,0.08100729038040347,556,467.6666666666667
nfp_sa_divergence_3m,68308.0009765625,403,0.0728538604619855,149,0.05459498279931047,855,469.0
VIX_zscore_12m_min_lag6,0.0,608,0.02642309875484994,326,0.09266482174235398,473,469.0
SP500_max_5d_drop_lag1,0.0,674,0.0007207675865439356,710,0.3110196311137215,25,469.6666666666667
emp_sa_private_goods_construction_buildings_nsa_volatility,0.0,852,0.023498788347397603,361,0.14374250716788922,201,471.3333333333333
JOLTS_Layoffs_18m_change,40793.19921875,451,0.0,900,0.2160548699851051,65,472.0
Oil_Prices_zscore_3m_mean_mom_change,169610.599609375,285,0.0,722,0.10161313548087023,410,472.3333333333333
Financial_Stress_monthly_avg_volatility_6m,215729.50390625,259,0.0,845,0.11566185652454439,320,474.6666666666667
Credit_Spreads_avg_latest,0.0,601,0.03673845421167554,246,0.07921818243094016,578,475.0
SP500_max_5d_drop_volatility_6m,19301.30078125,504,0.0033666466985513566,660,0.12705880437435763,262,475.3333333333333
Weekly_Econ_Index_monthly_avg_18m_change,0.0,683,0.009992740940134581,538,0.14236889989167398,205,475.3333333333333
SP500_zscore_3m_mean_yoy_change,0.0,675,0.019177358826627966,404,0.11043707859676874,348,475.6666666666667
Empire_State_Mfg_lag18,5529.33984375,529,0.034899606122111404,256,0.07153647543297405,642,475.6666666666667
SP500_worst_day_volatility_6m,0.0,710,0.006692128694994359,589,0.1715646867752774,130,476.3333333333333
ISM_NonManufacturing_Index_rolling_mean_6,41012.6015625,449,0.05870826380836203,171,0.05720318153170268,812,477.3333333333333
SP500_volatility_volatility_6m,0.0,799,0.014582922311780155,471,0.1539561259545259,163,477.6666666666667
VIX_p99_lag18,284201.4404296875,237,0.017803984399304085,424,0.059740042914025814,772,477.6666666666667
SP500_best_day_mom_change,66084.3984375,408,0.013498358293023482,492,0.08385450112135355,535,478.3333333333333
Oil_Prices_volatility_rolling_mean_3,0.0,798,0.03734371936812675,242,0.10427424808376987,395,478.3333333333333
SP500_days_circuit_breaker_trend_12m,0.0,690,0.01071153414606174,528,0.13893799371563523,218,478.6666666666667
emp_sa_private_services_information_broadcasting_nsa_rolling_3m,2665547.30078125,93,0.008824727563417234,552,0.058145289280015035,792,479.0
AWH_All_Private_rolling_mean_3,0.0,603,0.015426586518218155,457,0.10622520755112999,377,479.0
emp_sa_private_services_information_motion_picture_nsa_mom,0.0,751,0.056375830987799525,177,0.08717912227320132,509,479.0
SP500_monthly_return_6m_change,0.0,712,0.013443897127672688,494,0.13472422560044636,233,479.6666666666667
JOLTS_Layoffs_rolling_mean_6,0.0,656,0.03596654442343272,252,0.08414047043577622,532,480.0
emp_sa_private_goods_construction_buildings_nsa_yoy,197736.298828125,270,0.02972265145013786,293,0.052763559369208984,880,481.0
Oil_Prices_zscore_12m_max_volatility_6m,38092466.400390625,14,0.0,742,0.0680385236951375,688,481.3333333333333
VIX_panic_regime_rolling_mean_3,0.0,803,0.008418934814370393,560,0.2042576063727171,82,481.6666666666667
SP500_days_circuit_breaker_volatility_6m,0.0,918,0.025274575008366718,333,0.14467910409162849,195,482.0
