lag,value
0,1.0
1,0.20528539961448136
2,-0.13199717356725857
3,0.16667137048499736
4,0.16110739249216152
5,-0.2002050619630767
6,-0.017893901853191015
7,-0.0448489914317979
8,-0.03291994438707174
9,-0.003845195482653122
10,-0.07190446050496611
11,-0.03985092233409889
12,0.218817415152294
13,-0.03299712169902751
14,-0.07150827511856014
15,0.048716970375375424
16,0.018060530996176608
17,-0.2734324537015041
18,-0.04823281304980003
19,0.11025947259364276
20,0.052590566437203605
21,-0.18692595119202113
22,-0.0008109666899538523
23,0.08547208285845657
24,-0.003968878039820846
