target_type,n_predictions,rmse,mae,mape,coverage_50,coverage_80,coverage_95,n_features,train_end,backtest_start,backtest_end
nsa,36,299.7832421540657,196.53783568014245,24.766539668591832,2.857142857142857,2.857142857142857,2.857142857142857,64,2022-12-01,2023-01-01,2025-12-01
