target_type,n_predictions,rmse,mae,mape,coverage_50,coverage_80,coverage_95,n_features,train_end,backtest_start,backtest_end
nsa,100,2137.8703420064217,586.0439729639625,65.61934446734722,1.0101010101010102,1.0101010101010102,1.0101010101010102,61,2017-08-01,2017-09-01,2025-12-01
