ds,actual,predicted,error,lower_50,upper_50,lower_80,upper_80,lower_95,upper_95,in_50_interval,in_80_interval,in_95_interval,n_train_samples,n_features
2017-09-01,339.0,665.6067149781343,-326.6067149781343,453.468292113126,731.5078424550029,338.12354780684586,798.4587391289783,322.3362063411097,833.3480251254391,False,True,True,330,881
2017-10-01,1126.0,880.31575361515,245.68424638484998,644.5175438310412,932.9065319159971,547.9245124508924,1011.4350724103098,523.3247375080473,1044.0871056354208,False,False,False,331,881
2017-11-01,501.0,520.3938419616863,-19.39384196168635,290.21571808258966,578.5596845344757,186.9903467507167,662.9022162158428,164.2927377068571,711.5963076219084,True,True,True,332,881
2017-12-01,-161.0,46.276803064493606,-207.2768030644936,-187.27990652727706,114.58747960460201,-277.70245563478517,202.8837250330971,-324.2152942506584,311.6911739300747,True,True,True,333,881
2018-01-01,-2873.0,-2733.5210261087886,-139.47897389121135,-2956.717791477833,-2644.6988757000468,-3035.628846154369,-2545.8665304253386,-3089.2820289788488,-2465.8626610512047,True,True,True,334,881
2018-02-01,1223.0,896.8774625730033,326.1225374269967,678.5154854339578,994.1834059446637,600.5556380452626,1084.5319582564532,579.9201667286115,1164.5358276305874,False,False,False,335,881
2018-03-01,636.0,821.0790837052497,-185.07908370524967,613.1961133190309,917.4143758949081,546.757212977306,1029.8999212522012,518.0649845434964,1121.6076378005428,True,True,True,336,881
2018-04-01,1035.0,910.1898440268308,124.81015597316923,724.4213681985945,1000.4675617219399,666.8537171221762,1149.6510968585242,615.1718423983956,1296.1428418950695,False,True,True,337,881
2018-05-01,942.0,865.7487855845038,76.25121441549618,707.4845458643158,956.0265032796129,642.9536599465094,1133.4004513990467,598.5035638076239,1267.2658373826057,True,True,True,338,881
2018-06-01,671.0,639.0910871405977,31.908912859402335,489.33712654212025,748.8083317446526,419.7167673070709,877.7454105771226,364.13258413698264,1046.6524718159872,True,True,True,339,881
2018-07-01,-1079.0,-1111.0677475314958,32.0677475314958,-1256.0508296568232,-978.5987815086278,-1347.997533219469,-892.2538272966464,-1427.6205983698646,-703.5063628561062,True,True,True,340,881
2018-08-01,325.0,324.59818531844434,0.40181468155566336,188.004388834209,450.66223543867187,30.966497776669257,533.8527051680267,-3.679596967930422,688.7654116329106,True,True,True,341,881
2018-09-01,515.0,493.251933232551,21.748066767449018,352.8576368445099,593.2600179528854,178.3740726010401,702.5064530821334,163.4524139220872,852.0356140213054,True,True,True,342,881
2018-10-01,1012.0,883.2315326346417,128.76846736535833,742.8372362466006,955.4303179494174,595.15039181123,1113.978439481005,553.4320133241779,1250.0077871817602,False,True,True,343,881
2018-11-01,479.0,467.76874852361243,11.23125147638757,394.61281132985505,569.7738390665909,229.21645853498973,691.7170563263669,147.8852934294993,858.3973497279703,True,True,True,344,881
2018-12-01,-42.0,3.469848726355669,-45.46984872635567,-57.75273048866024,122.5241313276165,-170.42715728860816,213.96847662634877,-313.6522504318458,394.0984499307135,True,True,True,345,881
2019-01-01,-2989.0,-2763.6780249014405,-225.3219750985595,-2808.8222027754787,-2646.077566675735,-2893.517496116159,-2602.8189922099978,-3080.800124059642,-2380.4624114459275,False,False,True,346,881
2019-02-01,932.0,765.5876498373513,166.41235016264875,735.5983321753667,850.4745907816084,597.7539455431051,904.5513777882055,528.6358177521374,1133.396733969581,False,False,True,347,881
2019-03-01,734.0,655.5437232267809,78.45627677321909,633.8074759907431,752.6466937725569,469.37916887866754,802.0525397821964,418.29501161149096,1021.4262235357733,True,True,True,348,881
2019-04-01,1121.0,886.3538211409385,234.64617885906148,861.1666960754801,977.0789017129791,700.1892667928252,1036.4042475530748,560.9597854297568,1107.8596765438099,False,False,False,349,881
2019-05-01,641.0,884.9190234680523,-243.91902346805227,865.6977948883531,975.6441040400929,756.497359493858,1051.9066092774285,559.5249877568706,1089.979091263058,False,False,True,350,881
2019-06-01,678.0,573.6980552949972,104.30194470500282,549.7148341736032,680.8180210644275,405.8512353409662,752.0626990522633,236.1535039621309,778.758123090003,True,True,True,351,881
2019-07-01,-1124.0,-1050.9357674537246,-73.06423254627543,-1072.722530034316,-937.0533184508366,-1282.1617674708014,-872.5711236964585,-1400.611004132831,-842.5268592260604,False,True,True,352,881
2019-08-01,334.0,276.7307407538267,57.269259246173306,245.22150887449342,390.61318975671463,31.961771510489257,444.19104977765846,-136.88820479982195,484.2932770160484,True,True,True,353,881
2019-09-01,432.0,566.6570363312647,-134.65703633126475,536.857585530857,676.7591008651168,333.90642810914153,726.5002112674305,153.0380907776161,794.2022600537945,False,True,True,354,881
2019-10-01,1013.0,652.672391438037,360.32760856196296,622.8729406376293,762.7131970271657,445.40447392715816,831.8907536420603,240.9569328149463,881.9704534207783,False,False,False,355,881
2019-11-01,662.0,487.5785666099755,174.4214333900245,457.77911580956777,584.2696862968634,280.37272978499607,674.0601178770696,41.992400225677954,736.4619839174431,False,True,True,356,881
2019-12-01,-282.0,-27.60912501732591,-254.3908749826741,-62.117023688084146,82.2010626947168,-237.24630574741124,204.37102691318174,-473.1952914016234,292.1396371175938,False,False,True,357,881
2020-01-01,-3240.0,-2771.934591937622,-468.0654080623781,-2876.4739485239916,-2597.3082248459514,-2991.353008987837,-2507.683412008374,-3224.5886475330676,-2452.1858298027023,False,False,False,358,881
2020-02-01,895.0,798.0771536755277,96.92284632447229,693.1237317156231,978.4122707472444,561.4257189962241,1072.1080982709254,364.78424321753175,1124.743245489264,True,True,True,359,881
2020-03-01,-193.0,410.2392003900434,-603.2392003900434,248.05069372898032,584.3840355327098,156.5778941953218,659.1416539735997,-50.4932423397438,720.3253173101238,False,False,False,360,881
2020-04-01,-19733.0,305.4001457540034,-20038.400145754003,84.26048485481311,476.36105694522405,-37.189585465355776,561.155403010362,-251.7664642981727,612.0553561282245,False,False,False,361,881
