target_type,n_predictions,rmse,mae,mape,coverage_50,coverage_80,coverage_95,n_features,train_end,backtest_start,backtest_end
nsa,100,2125.72491980251,520.4429038269584,40.77716581086903,1.0101010101010102,1.0101010101010102,1.0101010101010102,881,2017-08-01,2017-09-01,2025-12-01
