ds,actual,predicted,error,lower_50,upper_50,lower_80,upper_80,lower_95,upper_95,in_50_interval,in_80_interval,in_95_interval,n_train_samples,n_features
2017-09-01,339.0,721.6938317278625,-382.6938317278625,523.1418795904308,886.9939664617965,471.9377792097751,981.0186872053011,335.4697721850455,1007.5459716614956,False,False,True,330,60
2017-10-01,1126.0,788.1241600840356,337.87583991596443,591.0736904703431,961.0476877364144,447.9560296986481,1053.4791440418285,362.5893919735144,1082.7376380204448,False,False,False,331,60
2017-11-01,501.0,408.0101680619316,92.98983193806839,210.95969844823907,580.9336957143105,29.802420340633944,687.6469542383201,-11.564464287109558,710.2178650088163,True,True,True,332,60
2017-12-01,-161.0,-153.10705038488473,-7.8929496151152705,-345.785554534211,53.308251665383494,-535.9153835787384,127.11690732049729,-566.539760403552,170.8501591199699,True,True,True,333,60
2018-01-01,-2873.0,-2536.171153789189,-336.8288462108112,-2709.2223468747634,-2315.7017674528465,-2919.988617414724,-2256.0436884145383,-2930.857845665694,-2212.213944284334,False,True,True,334,60
2018-02-01,1223.0,737.0718285071031,485.9281714928969,569.2077223740978,960.8561652405601,353.2543648815679,974.9932269367663,347.9084010621798,1058.7360976541854,False,False,False,335,60
2018-03-01,636.0,873.316481388663,-237.31648138866296,694.2827575902695,1097.10081812212,489.25074409435473,1134.3645675321052,476.4623440912736,1210.2994007118077,False,True,True,336,60
2018-04-01,1035.0,696.1361380681632,338.8638619318368,450.7587706755187,919.8727969061331,306.54995601818825,979.0694398332903,293.22069894337693,1141.67994291788,False,False,True,337,60
2018-05-01,942.0,865.0090930398685,76.9909069601315,594.4766665525551,1060.7334549154025,470.8808531987231,1176.8202229410558,460.70532853947896,1316.9657565822092,True,True,True,338,60
2018-06-01,671.0,746.7975990816186,-75.79759908161861,507.6509190441176,942.5219609571527,355.46985481149534,1059.7196032091583,342.49383458122907,1199.946264789417,True,True,True,339,60
2018-07-01,-1079.0,-1183.462590213156,104.46259021315609,-1415.649163151848,-987.6106666693374,-1557.299522969175,-870.5405860856165,-1587.1797360002624,-729.6533617317032,True,True,True,340,60
2018-08-01,325.0,268.055301148929,56.944698851070996,48.55260773026288,436.1836324938348,-87.75386068475831,553.9464488151934,-135.79247060181262,721.8645296303819,True,True,True,341,60
2018-09-01,515.0,754.0631766064218,-239.06317660642185,541.9707006564715,879.5704606382341,398.45712169356784,1039.3736379177626,344.33749386312456,1211.683263768093,False,True,True,342,60
2018-10-01,1012.0,953.1377825720323,58.86221742796772,752.5224482251385,1078.4566923192406,667.1483619225377,1235.6205494143148,543.412099828735,1438.7082859344964,True,True,True,343,60
2018-11-01,479.0,457.6429724637548,21.357027536245198,348.1858166551377,530.1897066199945,202.33620196795857,727.0181265040978,151.0421603217148,946.8516814356667,True,True,True,344,60
2018-12-01,-42.0,-128.7643320463928,86.76433204639281,-246.28013971608692,-57.34535592119519,-365.3058225249514,139.70106718481875,-413.6323059134751,370.3149479566389,False,True,True,345,60
2019-01-01,-2989.0,-2382.2937427810384,-606.7062572189616,-2499.7382660989865,-2306.0029343102265,-2609.8513541826755,-2117.938241122485,-2665.7074826559287,-1814.9522234181873,False,False,False,346,60
2019-02-01,932.0,647.168729691496,284.83127030850403,529.724206373548,734.5753609542351,428.0950885867156,906.9029440209799,321.313721597723,1217.2550610993212,False,False,True,347,60
2019-03-01,734.0,902.622198480518,-168.62219848051802,785.8392424976357,992.2307948813991,683.5485573757376,1161.1227535786384,382.05262842122727,1472.708529888343,False,True,True,348,60
2019-04-01,1121.0,809.3290851555405,311.6709148444595,697.9852953893175,899.0371367529552,589.2634751270625,1052.2588387255328,288.75951509624974,1139.48350893731,False,False,True,349,60
2019-05-01,641.0,872.1293095086058,-231.12930950860584,788.4079022630528,964.2054535143839,654.4197386575134,1103.0156081314713,362.02099449509774,1168.825715295176,False,False,True,350,60
2019-06-01,678.0,383.6759588137641,294.3240411862359,245.90540969065785,469.1423745746513,166.49819777272387,624.1054903741126,-140.81229182400983,679.4089238224296,False,False,True,351,60
2019-07-01,-1124.0,-686.8689880268349,-437.1310119731651,-824.3479259760009,-609.0826633281354,-897.3650467124999,-415.82153163725206,-1274.5762017383436,-389.4678581624992,False,False,True,352,60
