ds,actual,nsa_predicted,predicted_adjustment,perfect_adjustment,predicted,error
2021-06-01,850.0,638.8758734035488,-383.2796665099012,-298.0,255.5962068936476,594.4037931063524
2021-07-01,943.0,-84.34741600844727,1260.4005791740644,1076.0,1176.0531631656172,-233.0531631656172
2021-08-01,235.0,546.4954873597735,-59.85190697084914,-77.0,486.64358038892436,-251.64358038892436
2021-09-01,194.0,780.141310469595,-547.2018323592571,-460.0,232.93947811033797,-38.93947811033797
2021-10-01,531.0,964.2472943094411,-610.0739380127912,-1027.0,354.1733562966499,176.8266437033501
2021-11-01,210.0,521.1717456113049,-187.39865271945072,-568.0,333.77309289185416,-123.77309289185416
2021-12-01,199.0,84.1719677272456,281.21327729222116,127.0,365.38524501946677,-166.38524501946677
2022-01-01,467.0,-2031.970542212858,2862.3288139036586,3291.0,830.3582716908006,-363.3582716908006
2022-02-01,678.0,798.4071857971597,-531.7506627890842,-779.0,266.6565230080755,411.3434769919245
2022-03-01,431.0,734.0521352807527,-641.6274657846552,-363.0,92.42466949609752,338.5753305039025
2022-04-01,428.0,1056.5601729178402,-789.4992459299361,-643.0,267.06092698790405,160.93907301209595
2022-05-01,390.0,792.8929435452474,-658.1093474173256,-419.0,134.78359612792178,255.21640387207822
2022-06-01,372.0,596.5897512249524,-382.9090082015203,-572.0,213.68074302343206,158.31925697656794
2022-07-01,528.0,-207.864859678405,1253.8586201836235,913.0,1045.9937605052185,-517.9937605052185
2022-08-01,315.0,269.1786557601425,-61.27927383592463,6.0,207.89938192421783,107.10061807578217
2022-09-01,263.0,645.1253119884778,-547.5462949555338,-168.0,97.57901703294408,165.42098296705592
2022-10-01,261.0,874.1984675580809,-627.3747554448701,-911.0,246.82371211321083,14.176287886789169
2022-11-01,263.0,451.6986657593672,-202.88198484620196,-311.0,248.81668091316524,14.183319086834757
2022-12-01,223.0,20.52255743289433,275.06046533568974,467.0,295.5830227685841,-72.5830227685841
2023-01-01,517.0,-2375.035705602618,2875.3950628823827,3022.0,500.35935727976494,16.640642720235064
2023-02-01,311.0,801.4375242331375,-537.4653916572216,-808.0,263.9721325759159,47.02786742408409
2023-03-01,236.0,598.3534391556607,-628.3547697609907,-284.0,-30.001330605330054,266.00133060533005
2023-04-01,253.0,827.644852801069,-782.6386464297149,-639.0,45.0062063713541,207.9937936286459
2023-05-01,339.0,580.5959261460871,-648.5351036319605,-581.0,-67.93917748587342,406.9391774858734
2023-06-01,209.0,729.1535067529192,-386.0616209217876,-488.0,343.09188583113155,-134.09188583113155
2023-07-01,187.0,-880.552037942847,1246.0748495558562,1006.0,365.52281161300914,-178.52281161300914
2023-08-01,187.0,260.88148291160417,-58.06072737351938,-81.0,202.8207555380848,-15.820755538084796
2023-09-01,336.0,326.5133441130578,-534.1846691553574,-249.0,-207.67132504229954,543.6713250422995
2023-10-01,150.0,833.2882534651842,-633.3344525231771,-916.0,199.9538009420071,-49.95380094200709
2023-11-01,164.0,326.3969357661415,-204.21459042087946,-313.0,122.18234534526204,41.817654654737964
2023-12-01,216.0,-381.21070168608645,282.1100480097936,383.0,-99.10065367629284,315.10065367629284
2024-01-01,353.0,-2357.126102534992,2881.092514957195,2988.0,523.9664124222031,-170.96641242220312
2024-02-01,275.0,966.9064007804166,-544.1259027733367,-866.0,422.7804980070798,-147.7804980070798
2024-03-01,303.0,449.17594408492135,-617.2979346561318,-356.0,-168.12199057121046,471.12199057121046
2024-04-01,175.0,775.9451411136647,-777.9662849414293,-628.0,-2.021143827764604,177.0211438277646
2024-05-01,272.0,612.2404479634149,-646.5516774490486,-645.0,-34.3112294856337,306.3112294856337
2024-06-01,206.0,500.929124200188,-389.77416747090774,-341.0,111.15495672928029,94.84504327071971
2024-07-01,114.0,-1016.6766890188889,1238.3511615995299,1029.0,221.674472580641,-107.67447258064101
2024-08-01,142.0,283.303294647439,-59.897179967356365,-121.0,223.40611468008262,-81.40611468008262
2024-09-01,254.0,520.7213279503454,-525.8390616577359,-206.0,-5.117733707390471,259.11773370739047
2024-10-01,12.0,817.4011925333335,-641.4665472883386,-814.0,175.93464524499495,-163.93464524499495
2024-11-01,227.0,400.3674728184168,-207.52080656355113,-298.0,192.84666625486565,34.15333374513435
2024-12-01,256.0,-412.2893790419622,285.2190890156758,337.0,-127.07029002628639,383.0702900262864
2025-01-01,143.0,-2559.4229643744466,2885.172178336165,2995.0,325.7492139617184,-182.7492139617184
2025-02-01,151.0,716.5072319586742,-552.2322664956204,-740.0,164.27496546305383,-13.274965463053832
2025-03-01,228.0,543.7906210129796,-608.87434940778,-328.0,-65.08372839480035,293.08372839480035
2025-04-01,177.0,749.5782877367212,-772.7965370663101,-728.0,-23.218249329588843,200.21824932958884
2025-05-01,139.0,480.4067930740715,-644.7224175293801,-587.0,-164.31562445530858,303.3156244553086
2025-06-01,147.0,512.1775210041087,-386.5066558041313,-370.0,125.67086519997741,21.329134800022587
