lag,value
0,1.0
1,0.042624820463240565
2,-0.24989307521236503
3,0.1713592955449386
4,0.21966726362715058
5,-0.015313261013108329
6,0.07729132625968445
7,-0.18392955145907974
8,0.11884397638092364
9,0.02831967705576954
10,-0.015291422788912977
11,0.07271675776497673
12,0.041706238837428376
13,0.021866247614928842
14,-0.029020261930911798
15,-0.009471465700473922
16,0.11107256551054051
17,-0.030257868998447814
18,0.05617192625601074
19,0.1822596323786093
20,-0.2081824392261895
21,-0.009397105661627582
22,0.025327482148207528
23,-0.08433572162798364
24,-0.04626153296102257
