RMSE,MAE,MSE,STD_Actual,STD_Pred,STD_Ratio,Diff_STD_Actual,Diff_STD_Pred,Diff_STD_Ratio,Corr_Level,Corr_Diff,Diff_Sign_Accuracy,Tail_MAE,Extreme_Hit_Rate,NonCovid_RMSE,NonCovid_MAE,NonCovid_MSE,NonCovid_STD_Actual,NonCovid_STD_Pred,NonCovid_STD_Ratio,NonCovid_Diff_STD_Actual,NonCovid_Diff_STD_Pred,NonCovid_Diff_STD_Ratio,NonCovid_Corr_Level,NonCovid_Corr_Diff,NonCovid_Diff_Sign_Accuracy,NonCovid_Tail_MAE,NonCovid_Extreme_Hit_Rate,CovidOnly_RMSE,CovidOnly_MAE,CovidOnly_MSE,CovidOnly_STD_Actual,CovidOnly_STD_Pred,CovidOnly_STD_Ratio,CovidOnly_Diff_STD_Actual,CovidOnly_Diff_STD_Pred,CovidOnly_Diff_STD_Ratio,CovidOnly_Corr_Level,CovidOnly_Corr_Diff,CovidOnly_Diff_Sign_Accuracy,CovidOnly_Tail_MAE,CovidOnly_Extreme_Hit_Rate,N,N_NonCovid,N_Covid,Directional_Accuracy,Acceleration_Accuracy,N_Backtest
139.14630199663844,100.59406756204395,19361.693359339704,189.22220170244944,150.10485020356077,0.7932729291439045,170.24293651443026,142.5165646776352,0.8371364333553721,0.7187021155740793,0.3663699569483482,0.7192982456140351,163.2891306433845,0.16666666666666666,139.14630199663844,100.59406756204395,19361.693359339704,189.22220170244944,150.10485020356077,0.7932729291439045,170.24293651443026,142.5165646776352,0.8371364333553721,0.7187021155740793,0.3663699569483482,0.7192982456140351,163.2891306433845,0.16666666666666666,,,,,,,,,,,,,,,58,58,0,0.9655172413793104,0.7192982456140351,58
