RMSE,MAE,MSE,STD_Actual,STD_Pred,STD_Ratio,Diff_STD_Actual,Diff_STD_Pred,Diff_STD_Ratio,Corr_Level,Corr_Diff,Diff_Sign_Accuracy,Tail_MAE,Extreme_Hit_Rate,NonCovid_RMSE,NonCovid_MAE,NonCovid_MSE,NonCovid_STD_Actual,NonCovid_STD_Pred,NonCovid_STD_Ratio,NonCovid_Diff_STD_Actual,NonCovid_Diff_STD_Pred,NonCovid_Diff_STD_Ratio,NonCovid_Corr_Level,NonCovid_Corr_Diff,NonCovid_Diff_Sign_Accuracy,NonCovid_Tail_MAE,NonCovid_Extreme_Hit_Rate,CovidOnly_RMSE,CovidOnly_MAE,CovidOnly_MSE,CovidOnly_STD_Actual,CovidOnly_STD_Pred,CovidOnly_STD_Ratio,CovidOnly_Diff_STD_Actual,CovidOnly_Diff_STD_Pred,CovidOnly_Diff_STD_Ratio,CovidOnly_Corr_Level,CovidOnly_Corr_Diff,CovidOnly_Diff_Sign_Accuracy,CovidOnly_Tail_MAE,CovidOnly_Extreme_Hit_Rate,N,N_NonCovid,N_Covid,Directional_Accuracy,Acceleration_Accuracy,N_Backtest
130.13104851912564,93.57577264105302,16934.089788687033,189.22220170244944,148.2598934430039,0.7835227161987129,170.24293651443026,114.7542697241068,0.6740618558020463,0.7452882746974744,0.264152660547485,0.7368421052631579,136.01299032869866,0.16666666666666666,130.13104851912564,93.57577264105302,16934.089788687033,189.22220170244944,148.2598934430039,0.7835227161987129,170.24293651443026,114.7542697241068,0.6740618558020463,0.7452882746974744,0.264152660547485,0.7368421052631579,136.01299032869866,0.16666666666666666,,,,,,,,,,,,,,,58,58,0,0.9482758620689655,0.7368421052631579,58
