lag,value
0,1.0
1,0.1809263951233347
2,-0.12418699059659871
3,0.15846790295173938
4,0.16930224035000138
5,-0.20449603575031655
6,-0.02073168300961947
7,-0.048904727977876004
8,-0.02924547143216152
9,-0.002503920775504953
10,-0.07443933802879747
11,-0.03880941128646284
12,0.22393660395409326
13,-0.040031379721551914
14,-0.0669633456181262
15,0.050267679821165485
16,0.0174276993545338
17,-0.27779862636208996
18,-0.041624965234714914
19,0.10095212646742205
20,0.04926087645339731
21,-0.19316838329529595
22,0.006111503899588959
23,0.088254206795329
24,0.0027960546736344773
