RMSE,MAE,MSE,STD_Actual,STD_Pred,STD_Ratio,Diff_STD_Actual,Diff_STD_Pred,Diff_STD_Ratio,Corr_Level,Corr_Diff,Diff_Sign_Accuracy,Tail_MAE,Extreme_Hit_Rate,NonCovid_RMSE,NonCovid_MAE,NonCovid_MSE,NonCovid_STD_Actual,NonCovid_STD_Pred,NonCovid_STD_Ratio,NonCovid_Diff_STD_Actual,NonCovid_Diff_STD_Pred,NonCovid_Diff_STD_Ratio,NonCovid_Corr_Level,NonCovid_Corr_Diff,NonCovid_Diff_Sign_Accuracy,NonCovid_Tail_MAE,NonCovid_Extreme_Hit_Rate,CovidOnly_RMSE,CovidOnly_MAE,CovidOnly_MSE,CovidOnly_STD_Actual,CovidOnly_STD_Pred,CovidOnly_STD_Ratio,CovidOnly_Diff_STD_Actual,CovidOnly_Diff_STD_Pred,CovidOnly_Diff_STD_Ratio,CovidOnly_Corr_Level,CovidOnly_Corr_Diff,CovidOnly_Diff_Sign_Accuracy,CovidOnly_Tail_MAE,CovidOnly_Extreme_Hit_Rate,N,N_NonCovid,N_Covid,Directional_Accuracy,Acceleration_Accuracy,N_Backtest
132.26727810033776,96.29430699670046,17494.632856072087,189.22220170244944,147.34764419238584,0.7787016685499145,170.24293651443026,107.3705419982394,0.630690143136355,0.7393916226109033,0.2707026158603058,0.7192982456140351,136.30444419400627,0.16666666666666666,132.26727810033776,96.29430699670046,17494.632856072087,189.22220170244944,147.34764419238584,0.7787016685499145,170.24293651443026,107.3705419982394,0.630690143136355,0.7393916226109033,0.2707026158603058,0.7192982456140351,136.30444419400627,0.16666666666666666,,,,,,,,,,,,,,,58,58,0,0.9827586206896551,0.7192982456140351,58
