ds,actual,predicted,consensus_pred,error,sidecar_precision_share,sidecar_router_risk,sidecar_router_confidence
2021-06-01,850.0,412.76932622185524,514.0,437.23067377814476,0.0,0.4776031089891799,0.4274197474738548
2021-07-01,943.0,839.145296961001,825.0,103.85470303899899,0.0,0.2702169997184532,0.6762816057579103
2021-08-01,235.0,550.6416331306808,717.0,-315.6416331306808,0.0,0.20965832476496257,0.7489505508225826
2021-09-01,194.0,346.1137374162379,453.0,-152.11373741623788,0.0,0.4663215542948063,0.4409532184041834
2021-10-01,531.0,246.63435513961366,401.0,284.36564486038634,0.0,0.3019577735285903,0.6381883061742937
2021-11-01,210.0,355.54682721821024,507.0,-145.54682721821024,0.0,0.422520310194999,0.49351182079549216
2021-12-01,199.0,488.2894811752889,399.0,-289.2894811752889,0.0,0.5353261140989951,0.3581434224394947
2022-01-01,467.0,453.3239014798092,250.0,13.676098520190806,0.0,0.583981930912639,0.2997550162381676
2022-02-01,678.0,358.0867148690225,392.0,319.9132851309775,0.0,0.4114023934463966,0.5068490427579426
2022-03-01,431.0,450.2038996326716,430.0,-19.203899632671607,0.0,0.23515715881972765,0.7183419133951098
2022-04-01,428.0,307.13198553503327,416.0,120.86801446496673,0.0,0.45964931070321485,0.4489499276852385
2022-05-01,390.0,369.55626335556485,353.0,20.44373664443515,0.0,0.47106686769853456,0.43524746324724345
2022-06-01,372.0,344.6284326433458,278.0,27.371567356654225,0.0,0.46320591011739726,0.4446792236485971
2022-07-01,528.0,326.6883645055449,261.0,201.31163549445512,0.0,0.45965049911359585,0.448944335446887
2022-08-01,315.0,344.54522880640747,282.0,-29.545228806407465,0.0,0.23886630517533003,0.7165949351373184
2022-09-01,263.0,244.5460748980788,263.0,18.453925101921186,0.0,0.5127894944616144,0.38788710799379267
2022-10-01,261.0,0.6193668103764486,198.0,260.38063318962355,0.0,0.6546772525966874,0.2789626559013071
2022-11-01,263.0,150.17546411224978,200.0,112.82453588775022,0.0,0.6177524483187392,0.31425966686043416
2022-12-01,223.0,254.19117268901695,201.0,-31.191172689016952,0.0,0.5686598212899113,0.3208082144521095
2023-01-01,517.0,348.67189975126064,175.0,168.32810024873936,0.0,0.5434789605725896,0.35101673667459604
2023-02-01,311.0,219.03759083879805,188.0,91.96240916120195,0.0,0.27136225739106157,0.6748794299482019
2023-03-01,236.0,174.5666694031496,225.0,61.433330596850396,0.0,0.5526532417124148,0.33784703778015346
2023-04-01,253.0,147.57076869905808,177.0,105.42923130094192,0.0,0.5598128478735892,0.32873872136917326
2023-05-01,339.0,231.77384069049242,178.0,107.22615930950758,0.0,0.5772800020052457,0.3082975893249714
2023-06-01,209.0,258.97828629659676,214.0,-49.978286296596764,0.0,0.41567646285140375,0.5022191724133622
2023-07-01,187.0,160.45630609992415,184.0,26.54369390007585,0.0,0.49510958677634154,0.4068967735033565
2023-08-01,187.0,181.56858843124462,164.0,5.4314115687553794,0.0,0.4328547782586443,0.48160519392467915
2023-09-01,336.0,220.21817058732674,148.0,115.78182941267326,0.0,0.5458354514018077,0.34653591985629284
2023-10-01,150.0,120.9772764504428,164.0,29.0227235495572,0.0,0.3118679615145004,0.6267840872082501
2023-11-01,164.0,115.05362622285423,173.0,48.946373777145766,0.0,0.4205105858103286,0.4964103149304142
2023-12-01,216.0,85.94591211098667,151.0,130.05408788901332,0.0,0.4526765946869673,0.4578084945389039
2024-01-01,353.0,277.55391378911486,157.0,75.44608621088514,0.0,0.5562624905725887,0.33400785395249555
2024-02-01,275.0,189.6164616709277,184.0,85.38353832907231,0.0,0.2773696543101341,0.6686754021696112
