lag,value
0,1.0
1,0.022090647187539388
2,-0.36041964372454266
3,0.13373875406674124
4,0.33867837665305756
5,-0.07162980132822998
6,-0.07191672094569686
7,-0.05832306688785535
8,0.1392511787066708
9,0.11598400596492278
10,-0.09117826324022152
11,-0.08477331237616995
12,0.21282029683441503
13,0.06316589750667943
14,-0.15968398142860543
15,0.0034608805841981048
16,0.1845614715588656
17,0.0034303196820306223
18,-0.06456558665264357
19,0.10681629767327545
20,-0.006010157420058409
21,-0.06579371415832103
22,0.07317739222587173
23,0.006791316174473809
24,-0.1340596706502414
