ds,actual,predicted,error
2021-06-01,850.0,245.07064772490196,604.929352275098
2021-07-01,943.0,894.1253724773973,48.87462752260274
2021-08-01,235.0,254.01752261797157,-19.017522617971565
2021-09-01,194.0,209.49703549658955,-15.497035496589547
2021-10-01,531.0,-9.962729926618636,540.9627299266186
2021-11-01,210.0,159.88043894643295,50.119561053567054
2021-12-01,199.0,623.633143540965,-424.63314354096497
2022-01-01,467.0,891.5611187667182,-424.5611187667182
2022-02-01,678.0,241.80235939448403,436.19764060551597
2022-03-01,431.0,143.86167743883937,287.13832256116063
2022-04-01,428.0,77.97165325813307,350.0283467418669
2022-05-01,390.0,137.09586537106043,252.90413462893957
2022-06-01,372.0,417.8451677517288,-45.84516775172881
2022-07-01,528.0,448.8542720697135,79.14572793028651
2022-08-01,315.0,225.92827858164526,89.07172141835474
2022-09-01,263.0,182.46597164485536,80.53402835514464
2022-10-01,261.0,-253.32595680357906,514.3259568035791
2022-11-01,263.0,40.010337473792106,222.9896625262079
2022-12-01,223.0,476.8754203269564,-253.87542032695637
2023-01-01,517.0,683.420120188166,-166.42012018816604
2023-02-01,311.0,118.59304769508856,192.40695230491144
2023-03-01,236.0,-146.27522587689919,382.2752258768992
2023-04-01,253.0,-15.063284844083796,268.0632848440838
2023-05-01,339.0,108.13039029682966,230.86960970317034
2023-06-01,209.0,311.37699493202706,-102.37699493202706
2023-07-01,187.0,149.64281522623116,37.357184773768836
2023-08-01,187.0,205.10534285186293,-18.10534285186293
2023-09-01,336.0,222.34558645702987,113.65441354297013
2023-10-01,150.0,-168.39532476510328,318.3953247651033
2023-11-01,164.0,-58.542406056791265,222.54240605679126
2023-12-01,216.0,-210.4682146358315,426.4682146358315
2024-01-01,353.0,637.657642022667,-284.657642022667
2024-02-01,275.0,15.940864037456777,259.0591359625432
2024-03-01,303.0,78.39035833444325,224.60964166555675
2024-04-01,175.0,123.18366893212647,51.816331067873534
2024-05-01,272.0,188.8393348167217,83.1606651832783
2024-06-01,206.0,120.61792187620097,85.38207812379903
2024-07-01,114.0,210.38262705550517,-96.38262705550517
2024-08-01,142.0,127.95933698954735,14.040663010452647
2024-09-01,254.0,208.66248041827794,45.33751958172206
2024-10-01,12.0,-107.23490466592898,119.23490466592898
2024-11-01,227.0,21.74845909346226,205.25154090653774
2024-12-01,256.0,131.6993307340046,124.3006692659954
2025-01-01,143.0,386.5189343241145,-243.51893432411453
2025-02-01,151.0,-6.03816599730726,157.03816599730726
2025-03-01,228.0,344.7318625276141,-116.73186252761411
2025-04-01,177.0,220.65263447181314,-43.652634471813144
2025-05-01,139.0,57.21959252888257,81.78040747111743
2025-06-01,147.0,196.02824368523693,-49.02824368523693
2025-07-01,73.0,-55.89561570642695,128.89561570642695
2025-08-01,22.0,118.58402575917879,-96.58402575917879
2025-09-01,119.0,243.32694166790793,-124.32694166790793
2025-10-01,-138.0,-320.0846056783837,182.0846056783837
2025-11-01,64.0,202.6849433546863,-138.6849433546863
2025-12-01,50.0,166.06161843483542,-116.06161843483542
2026-01-01,130.0,407.9015114178337,-277.9015114178337
2026-02-01,-92.0,2.9785878396584167,-94.97858783965842
2026-03-01,178.0,308.8432208437107,-130.8432208437107
2026-04-01,,148.18887622720047,
2026-05-01,,29.94184585235621,
