target_type,n_predictions,rmse,mae,mape,coverage_50,coverage_80,coverage_95,n_features,train_end,backtest_start,backtest_end
nsa,100,2119.9190418549106,521.7481954627121,52.62656685465736,1.0101010101010102,1.0101010101010102,1.0101010101010102,66,2017-08-01,2017-09-01,2025-12-01
