target_type,n_predictions,rmse,mae,mape,coverage_50,coverage_80,coverage_95,n_features,train_end,backtest_start,backtest_end
nsa,36,230.47935031925044,163.55308790476334,23.090207994368143,2.857142857142857,2.857142857142857,2.857142857142857,62,2022-12-01,2023-01-01,2025-12-01
