lag,value
0,1.0
1,0.026442881252532257
2,-0.3027910053985919
3,0.09209495412264497
4,0.34470243971429465
5,-0.1595289984241266
6,-0.0670849921827933
7,-0.07849113180684464
8,0.09652363511418878
9,0.060161528571816926
10,-0.0460293400137633
11,-0.04750407865080511
12,0.15794198986404728
13,0.04874666983924049
14,-0.09112828291999864
15,0.06051148612922634
16,0.13165610709916803
17,-0.05945319142851245
18,-0.005492382119765543
19,0.18771815276377066
20,-0.07218717911183324
21,-0.1318697525468063
22,0.10363232005154
23,0.09632081892641242
24,-0.1793253047798324
