Model,RMSE,MAE,Median_AE,Max_AE,Mean_Error,50%_Coverage,80%_Coverage,95%_Coverage,N_Features,N_Train_Obs,N_Backtest_Months,STD_Ratio,Diff_STD_Ratio,Corr_Diff,Diff_Sign_Accuracy,Tail_MAE,Extreme_Hit_Rate,Acceleration_Accuracy,Role
nsa_first_revised,228.94054119641353,174.7736286681941,129.02034208460213,595.1349581640872,73.37633288911924,74.13793103448276,87.93103448275862,94.82758620689656,60,436,58,0.9466004836791648,0.9220679406572428,0.9784550483809883,0.9473684210526315,323.7769180276459,0.8333333333333334,0.9473684210526315,CHAMPION
