ds,actual,predicted,consensus_pred,error
2021-06-01,850.0,449.93589300652445,514.0,400.06410699347555
2021-07-01,943.0,882.7749935265394,825.0,60.22500647346055
2021-08-01,235.0,527.0533234587215,717.0,-292.0533234587215
2021-09-01,194.0,347.70706032753264,453.0,-153.70706032753264
2021-10-01,531.0,213.29002731900889,401.0,317.7099726809911
2021-11-01,210.0,390.0212608432384,507.0,-180.0212608432384
2021-12-01,199.0,443.76338025750107,399.0,-244.76338025750107
2022-01-01,467.0,457.18202339075475,250.0,9.81797660924525
2022-02-01,678.0,340.5864814741369,392.0,337.4135185258631
2022-03-01,431.0,447.812553929356,430.0,-16.812553929356
2022-04-01,428.0,279.20876139661993,416.0,148.79123860338007
2022-05-01,390.0,359.93074284129165,353.0,30.069257158708353
2022-06-01,372.0,337.72486973275625,278.0,34.27513026724375
2022-07-01,528.0,319.39988309242773,261.0,208.60011690757227
2022-08-01,315.0,325.1356460100374,282.0,-10.13564601003742
2022-09-01,263.0,237.36623282493252,263.0,25.633767175067476
2022-10-01,261.0,-22.122486574844913,198.0,283.1224865748449
2022-11-01,263.0,156.74126216928394,200.0,106.25873783071606
2022-12-01,223.0,255.09789510833676,201.0,-32.09789510833676
2023-01-01,517.0,409.6210902501678,175.0,107.37890974983219
2023-02-01,311.0,216.04499741901395,188.0,94.95500258098605
2023-03-01,236.0,242.04717278136192,225.0,-6.0471727813619225
2023-04-01,253.0,209.8005160592457,177.0,43.199483940754305
2023-05-01,339.0,239.66439364327692,178.0,99.33560635672308
2023-06-01,209.0,263.3548466606247,214.0,-54.35484666062467
2023-07-01,187.0,160.82950762883772,184.0,26.170492371162283
2023-08-01,187.0,173.3934584812969,164.0,13.606541518703096
2023-09-01,336.0,185.15267673776606,148.0,150.84732326223394
2023-10-01,150.0,173.46933989597915,164.0,-23.469339895979147
2023-11-01,164.0,135.27848570816653,173.0,28.721514291833472
2023-12-01,216.0,102.9107222635011,151.0,113.0892777364989
2024-01-01,353.0,244.2815085976427,157.0,108.7184914023573
2024-02-01,275.0,214.87936983750924,184.0,60.120630162490755
2024-03-01,303.0,205.7817333076854,197.0,97.21826669231459
2024-04-01,175.0,242.95673878984735,221.0,-67.95673878984735
2024-05-01,272.0,182.27214902751334,189.0,89.72785097248666
2024-06-01,206.0,205.49878413487306,190.0,0.5012158651269374
2024-07-01,114.0,187.7040526370003,186.0,-73.7040526370003
2024-08-01,142.0,147.5581133972266,164.0,-5.558113397226606
2024-09-01,254.0,154.68825539982635,143.0,99.31174460017365
2024-10-01,12.0,123.4070493115577,132.0,-111.4070493115577
2024-11-01,227.0,100.48683683720711,188.0,126.51316316279289
2024-12-01,256.0,183.37446086090776,153.0,72.62553913909224
2025-01-01,143.0,233.0598958500281,165.0,-90.05989585002811
2025-02-01,151.0,86.4739934898523,136.0,64.5260065101477
2025-03-01,228.0,177.13842689476473,121.0,50.861573105235266
2025-04-01,177.0,179.76309688530804,128.0,-2.7630968853080446
2025-05-01,139.0,109.2466156024181,126.0,29.753384397581897
2025-06-01,147.0,155.6196303365649,125.0,-8.61963033656491
2025-07-01,73.0,90.05817529424436,110.0,-17.058175294244364
2025-08-01,22.0,72.47102478768808,76.0,-50.47102478768808
2025-09-01,119.0,70.58775487433267,40.0,48.412245125667326
2025-10-01,-138.0,6.359563172064579,22.0,-144.35956317206458
2025-11-01,64.0,18.478492885247515,32.0,45.52150711475248
2025-12-01,50.0,88.15557502638944,60.0,-38.15557502638944
2026-01-01,130.0,148.64185912358386,83.0,-18.641859123583856
2026-02-01,-92.0,78.71322646999673,66.0,-170.71322646999673
2026-03-01,178.0,96.63275303263042,51.0,81.36724696736958
2026-04-01,,131.65248399455928,90.0,
