ds,actual,nsa_predicted,predicted_adjustment,perfect_adjustment,predicted,error
2021-06-01,850.0,981.4704128826896,-387.0,-298.0,594.4704128826896,255.52958711731037
2021-07-01,943.0,168.39182697398044,-171.0,1076.0,-2.608173026019557,945.6081730260196
2021-08-01,235.0,815.1667259021399,-60.0,-77.0,755.1667259021399,-520.1667259021399
2021-09-01,194.0,975.3365187524583,1410.0,-460.0,2385.3365187524582,-2191.3365187524582
2021-10-01,531.0,921.2685245081956,170.0,-1027.0,1091.2685245081957,-560.2685245081957
2021-11-01,210.0,757.2210880875464,-229.0,-568.0,528.2210880875464,-318.2210880875464
2021-12-01,199.0,326.85430979469174,-736.0,127.0,-409.14569020530826,608.1456902053083
2022-01-01,467.0,-2121.002163147409,19.0,3291.0,-2102.002163147409,2569.002163147409
2022-02-01,678.0,810.880364028679,775.0,-779.0,1585.880364028679,-907.880364028679
2022-03-01,431.0,835.1241144385964,3470.0,-363.0,4305.124114438597,-3874.1241144385967
2022-04-01,428.0,1265.51548262351,-420.0,-643.0,845.51548262351,-417.51548262351
2022-05-01,390.0,938.1327955385588,-48.0,-419.0,890.1327955385588,-500.13279553855875
2022-06-01,372.0,817.7792152535104,-508.0,-572.0,309.7792152535104,62.220784746489585
2022-07-01,528.0,-492.64764399829255,-279.0,913.0,-771.6476439982926,1299.6476439982926
2022-08-01,315.0,194.83951578368405,-158.0,6.0,36.83951578368405,278.1604842163159
2022-09-01,263.0,478.7756473762588,1490.0,-168.0,1968.7756473762588,-1705.7756473762588
2022-10-01,261.0,816.5228851959531,500.0,-911.0,1316.5228851959532,-1055.5228851959532
2022-11-01,263.0,592.2707543171023,34.0,-311.0,626.2707543171023,-363.2707543171023
2022-12-01,223.0,-15.17181989370882,-825.0,467.0,-840.1718198937089,1063.1718198937087
2023-01-01,517.0,-2680.8228126234544,-482.0,3022.0,-3162.8228126234544,3679.8228126234544
2023-02-01,311.0,753.2083850343968,-44.0,-808.0,709.2083850343968,-398.20838503439677
2023-03-01,236.0,633.8088321892319,2780.0,-284.0,3413.808832189232,-3177.808832189232
2023-04-01,253.0,1023.840708589918,-1021.0,-639.0,2.8407085899179947,250.159291410082
2023-05-01,339.0,734.7298414234315,-576.0,-581.0,158.72984142343148,180.27015857656852
2023-06-01,209.0,761.9065500151962,-935.0,-488.0,-173.09344998480378,382.0934499848038
2023-07-01,187.0,-1039.3331760288938,-715.0,1006.0,-1754.3331760288938,1941.3331760288938
2023-08-01,187.0,115.47298657295188,-706.0,-81.0,-590.5270134270481,777.5270134270481
2023-09-01,336.0,422.6522231246178,695.0,-249.0,1117.6522231246179,-781.6522231246179
2023-10-01,150.0,860.9573967879213,-305.0,-916.0,555.9573967879213,-405.9573967879213
2023-11-01,164.0,277.5597117474163,-392.0,-313.0,-114.44028825258368,278.4402882525837
2023-12-01,216.0,-280.97448839268964,-1054.0,383.0,-1334.9744883926896,1550.9744883926896
2024-01-01,353.0,-2652.604716925641,-449.0,2988.0,-3101.604716925641,3454.604716925641
2024-02-01,275.0,727.1892675903373,331.0,-866.0,1058.1892675903373,-783.1892675903373
2024-03-01,303.0,285.1362447753645,2970.0,-356.0,3255.1362447753645,-2952.1362447753645
2024-04-01,175.0,865.8483272163317,-826.0,-628.0,39.848327216331654,135.15167278366835
2024-05-01,272.0,777.6007184096057,-244.0,-645.0,533.6007184096057,-261.60071840960575
2024-06-01,206.0,456.0579203982952,-527.0,-341.0,-70.94207960170479,276.9420796017048
2024-07-01,114.0,-999.8070931687752,-480.0,1029.0,-1479.8070931687753,1593.8070931687753
2024-08-01,142.0,191.24369737852876,-323.0,-121.0,-131.75630262147124,273.75630262147126
2024-09-01,254.0,458.9178695246597,1024.0,-206.0,1482.9178695246596,-1228.9178695246596
2024-10-01,12.0,770.8728141619082,-86.0,-814.0,684.8728141619082,-672.8728141619082
2024-11-01,227.0,454.2208188865719,-214.0,-298.0,240.22081888657192,-13.22081888657192
2024-12-01,256.0,-244.31336588802984,-924.0,337.0,-1168.31336588803,1424.31336588803
2025-01-01,143.0,-2563.891932223192,-423.0,2995.0,-2986.891932223192,3129.891932223192
2025-02-01,151.0,755.1892557433865,258.0,-740.0,1013.1892557433865,-862.1892557433865
2025-03-01,228.0,668.6694546927915,2909.0,-328.0,3577.6694546927915,-3349.6694546927915
2025-04-01,177.0,729.0572849290488,-952.0,-728.0,-222.94271507095118,399.9427150709512
2025-05-01,139.0,609.3325999483314,-568.0,-587.0,41.33259994833145,97.66740005166855
2025-06-01,147.0,321.27795516507,-868.0,-370.0,-546.72204483493,693.72204483493
2025-07-01,73.0,-1156.871197786983,-785.0,1139.0,-1941.871197786983,2014.871197786983
2025-08-01,22.0,243.82963202133064,-539.0,-178.0,-295.17036797866933,317.17036797866933
2025-09-01,119.0,455.8121013241296,860.0,-198.0,1315.8121013241296,-1196.8121013241296
2025-10-01,-138.0,552.1908488552805,-400.0,-817.0,152.19084885528048,-290.1908488552805
2025-11-01,64.0,303.0815445691706,-400.0,-177.0,-96.9184554308294,160.9184554308294
2025-12-01,50.0,-579.0266533935073,-428.0,242.0,-1007.0266533935073,1057.0266533935073
2026-01-01,130.0,-2835.577090361202,-525.0,2779.0,-3360.577090361202,3490.577090361202
2026-02-01,-92.0,815.4704502329433,-11.0,-655.0,804.4704502329433,-896.4704502329433
2026-03-01,178.0,739.8444119638281,2742.0,-393.0,3481.844411963828,-3303.844411963828
2026-04-01,,926.4176758033664,-777.0,,149.41767580336636,
2026-05-01,,768.7558999898644,-450.0,,318.75589998986436,
