ds,actual,nsa_predicted,predicted_adjustment,perfect_adjustment,predicted,error
2021-06-01,850.0,981.4704128826896,-384.4193548387097,-298.0,597.05105804398,252.94894195602
2021-07-01,943.0,168.39182697398044,1259.5806451612902,1076.0,1427.9724721352707,-484.97247213527066
2021-08-01,235.0,815.1667259021399,-62.774193548387096,-77.0,752.3925323537528,-517.3925323537528
2021-09-01,194.0,975.3365187524583,-550.8064516129032,-460.0,424.5300671395552,-230.53006713955517
2021-10-01,531.0,921.2685245081956,-612.1612903225806,-1027.0,309.10723418561497,221.89276581438503
2021-11-01,210.0,757.2210880875464,-189.3548387096774,-568.0,567.8662493778689,-357.86624937786894
2021-12-01,199.0,326.85430979469174,278.5483870967742,127.0,605.4026968914659,-406.4026968914659
2022-01-01,467.0,-2121.002163147409,2862.967741935484,3291.0,741.9655787880747,-274.9655787880747
2022-02-01,678.0,810.880364028679,-528.03125,-779.0,282.84911402867897,395.15088597132103
2022-03-01,431.0,835.1241144385964,-636.5806451612904,-363.0,198.54346927730603,232.45653072269397
2022-04-01,428.0,1265.51548262351,-788.0,-643.0,477.51548262351,-49.515482623510024
2022-05-01,390.0,938.1327955385588,-654.516129032258,-419.0,283.6166665063007,106.3833334936993
2022-06-01,372.0,817.7792152535104,-381.71875,-572.0,436.0604652535104,-64.06046525351042
2022-07-01,528.0,-492.64764399829255,1253.84375,913.0,761.1961060017074,-233.19610600170745
2022-08-01,315.0,194.83951578368405,-63.21875,6.0,131.62076578368405,183.37923421631595
2022-09-01,263.0,478.7756473762588,-547.96875,-168.0,-69.1931026237412,332.1931026237412
2022-10-01,261.0,816.5228851959531,-625.125,-911.0,191.3978851959531,69.60211480404689
2022-11-01,263.0,592.2707543171023,-201.1875,-311.0,391.0832543171023,-128.08325431710227
2022-12-01,223.0,-15.17181989370882,273.8125,467.0,258.6406801062912,-35.6406801062912
2023-01-01,517.0,-2680.8228126234544,2876.34375,3022.0,195.5209373765456,321.4790626234544
2023-02-01,311.0,753.2083850343968,-535.6363636363636,-808.0,217.57202139803314,93.42797860196686
2023-03-01,236.0,633.8088321892319,-628.03125,-284.0,5.777582189231907,230.2224178107681
2023-04-01,253.0,1023.840708589918,-783.46875,-639.0,240.371958589918,12.628041410082005
2023-05-01,339.0,734.7298414234315,-647.15625,-581.0,87.57359142343148,251.42640857656852
2023-06-01,209.0,761.9065500151962,-387.4848484848485,-488.0,374.4217015303477,-165.42170153034772
2023-07-01,187.0,-1039.3331760288938,1243.5151515151515,1006.0,204.18197548625767,-17.18197548625767
2023-08-01,187.0,115.47298657295188,-61.121212121212125,-81.0,54.35177445173976,132.64822554826026
2023-09-01,336.0,422.6522231246178,-536.4545454545455,-249.0,-113.80232232992768,449.8023223299277
2023-10-01,150.0,860.9573967879213,-633.7878787878788,-916.0,227.16951800004256,-77.16951800004256
2023-11-01,164.0,277.5597117474163,-204.5151515151515,-313.0,73.04456023226481,90.95543976773519
2023-12-01,216.0,-280.97448839268964,279.6666666666667,383.0,-1.3078217260229508,217.30782172602295
2024-01-01,353.0,-2652.604716925641,2880.757575757576,2988.0,228.1528588319352,124.84714116806481
2024-02-01,275.0,727.1892675903373,-543.6470588235294,-866.0,183.5422087668079,91.4577912331921
2024-03-01,303.0,285.1362447753645,-617.6060606060606,-356.0,-332.4698158306961,635.4698158306961
2024-04-01,175.0,865.8483272163317,-779.0909090909091,-628.0,86.75741812542253,88.24258187457747
2024-05-01,272.0,777.6007184096057,-645.1515151515151,-645.0,132.44920325809062,139.55079674190938
2024-06-01,206.0,456.0579203982952,-390.44117647058823,-341.0,65.61674392770698,140.38325607229302
2024-07-01,114.0,-999.8070931687752,1236.5294117647059,1029.0,236.7223185959307,-122.72231859593069
2024-08-01,142.0,191.24369737852876,-61.705882352941174,-121.0,129.53781502558758,12.462184974412423
2024-09-01,254.0,458.9178695246597,-528.0,-206.0,-69.0821304753403,323.0821304753403
2024-10-01,12.0,770.8728141619082,-642.0882352941177,-814.0,128.78457886779051,-116.78457886779051
2024-11-01,227.0,454.2208188865719,-207.7058823529412,-298.0,246.51493653363073,-19.51493653363073
2024-12-01,256.0,-244.31336588802984,282.70588235294116,337.0,38.392516464911324,217.60748353508868
2025-01-01,143.0,-2563.891932223192,2883.9117647058824,2995.0,320.0198324826906,-177.01983248269062
2025-02-01,151.0,755.1892557433865,-552.8571428571429,-740.0,202.33211288624364,-51.332112886243635
2025-03-01,228.0,668.6694546927915,-609.9117647058823,-328.0,58.75768998690921,169.2423100130908
2025-04-01,177.0,729.0572849290488,-774.6470588235294,-728.0,-45.58977389448057,222.58977389448057
2025-05-01,139.0,609.3325999483314,-645.1470588235294,-587.0,-35.81445887519794,174.81445887519794
2025-06-01,147.0,321.27795516507,-389.0285714285714,-370.0,-67.7506162635014,214.7506162635014
2025-07-01,73.0,-1156.871197786983,1230.6,1139.0,73.72880221301693,-0.7288022130169338
2025-08-01,22.0,243.82963202133064,-63.4,-178.0,180.42963202133063,-158.42963202133063
2025-09-01,119.0,455.8121013241296,-518.8,-198.0,-62.987898675870326,181.98789867587033
2025-10-01,-138.0,552.1908488552805,-647.0,-817.0,-94.80915114471952,-43.19084885528048
2025-11-01,64.0,303.0815445691706,-210.28571428571428,-177.0,92.79583028345633,-28.795830283456326
2025-12-01,50.0,-579.0266533935073,284.25714285714287,242.0,-294.76951053636446,344.76951053636446
2026-01-01,130.0,-2835.577090361202,2887.0857142857144,2779.0,51.50862392451245,78.49137607548755
2026-02-01,-92.0,815.4704502329433,-558.0555555555555,-655.0,257.4148946773878,-349.4148946773878
2026-03-01,178.0,739.8444119638281,-601.8571428571429,-393.0,137.98726910668518,40.012730893314824
2026-04-01,,926.4176758033664,-773.3142857142857,,153.10339008908068,
2026-05-01,,768.7558999898644,-643.4857142857143,,125.2701857041501,
