ds,actual,nsa_predicted,predicted_adjustment,perfect_adjustment,predicted,error
2021-06-01,850.0,981.4704128826896,-687.2754892250732,-298.0,294.1949236576164,555.8050763423836
2021-07-01,943.0,168.39182697398044,-542.5708812470207,1076.0,-374.17905427304026,1317.1790542730403
2021-08-01,235.0,815.1667259021399,-359.7140712243948,-77.0,455.4526546777451,-220.4526546777451
2021-09-01,194.0,975.3365187524583,1217.7116199551929,-460.0,2193.048138707651,-1999.048138707651
2021-10-01,531.0,921.2685245081956,-148.65299378520623,-1027.0,772.6155307229893,-241.61553072298932
2021-11-01,210.0,757.2210880875464,-401.3856062424136,-568.0,355.8354818451328,-145.8354818451328
2021-12-01,199.0,326.85430979469174,-863.1246596426431,127.0,-536.2703498479514,735.2703498479514
2022-01-01,467.0,-2121.002163147409,-265.89788082213386,3291.0,-2386.900043969543,2853.900043969543
2022-02-01,678.0,810.880364028679,301.2001340032068,-779.0,1112.0804980318858,-434.0804980318858
2022-03-01,431.0,835.1241144385964,3034.7024219861196,-363.0,3869.826536424716,-3438.826536424716
2022-04-01,428.0,1265.51548262351,-641.5885156656055,-643.0,623.9269669579045,-195.92696695790448
2022-05-01,390.0,938.1327955385588,-481.8244172843722,-419.0,456.30837825418655,-66.30837825418655
2022-06-01,372.0,817.7792152535104,-753.6139163936308,-572.0,64.16529885987961,307.8347011401204
2022-07-01,528.0,-492.64764399829255,-503.2245809773061,913.0,-995.8722249755987,1523.8722249755988
2022-08-01,315.0,194.83951578368405,-335.88808917253687,6.0,-141.04857338885282,456.0485733888528
2022-09-01,263.0,478.7756473762588,1187.6357615150919,-168.0,1666.4114088913507,-1403.4114088913507
2022-10-01,261.0,816.5228851959531,-82.19083758410996,-911.0,734.3320476118431,-473.3320476118431
2022-11-01,263.0,592.2707543171023,-410.5663512040931,-311.0,181.70440311300916,81.29559688699084
2022-12-01,223.0,-15.17181989370882,-914.1972316352062,467.0,-929.3690515289151,1152.369051528915
2023-01-01,517.0,-2680.8228126234544,-398.068370391969,3022.0,-3078.8911830154234,3595.8911830154234
2023-02-01,311.0,753.2083850343968,247.41786748424096,-808.0,1000.6262525186378,-689.6262525186378
2023-03-01,236.0,633.8088321892319,3143.188635941415,-284.0,3776.997468130647,-3540.997468130647
2023-04-01,253.0,1023.840708589918,-724.5850770518645,-639.0,299.25563153805354,-46.255631538053535
2023-05-01,339.0,734.7298414234315,-457.3797586566883,-581.0,277.3500827667432,61.649917233256815
2023-06-01,209.0,761.9065500151962,-719.7093905067537,-488.0,42.197159508442496,166.8028404915575
2023-07-01,187.0,-1039.3331760288938,-497.6363733944048,1006.0,-1536.9695494232988,1723.9695494232988
2023-08-01,187.0,115.47298657295188,-453.13433805145013,-81.0,-337.66135147849826,524.6613514784983
2023-09-01,336.0,422.6522231246178,1068.5660932316785,-249.0,1491.2183163562963,-1155.2183163562963
2023-10-01,150.0,860.9573967879213,-68.41758094516248,-916.0,792.5398158427588,-642.5398158427588
2023-11-01,164.0,277.5597117474163,-293.1189558081529,-313.0,-15.559244060736603,179.5592440607366
2023-12-01,216.0,-280.97448839268964,-901.3796269140702,383.0,-1182.35411530676,1398.35411530676
2024-01-01,353.0,-2652.604716925641,-341.26993921553964,2988.0,-2993.8746561411804,3346.8746561411804
2024-02-01,275.0,727.1892675903373,351.6372723036394,-866.0,1078.8265398939766,-803.8265398939766
