lag,value
0,1.0
1,0.5140026747921521
2,0.24756895271448068
3,0.37426575251443706
4,0.38946720028909054
5,0.1639305081037811
6,0.26675572696800526
7,0.3259978641147505
8,0.31323755639226725
9,0.24848414225786375
10,0.20399001643471365
11,0.1945008753286404
12,0.28583793198266577
13,0.16099720725754837
14,0.086441982950204
15,0.09355095343006113
16,0.0652742941086826
17,-0.03656338930804125
18,0.08752496881875038
19,0.13048272270883143
20,0.006956256333530313
21,-0.07877290371513213
22,0.03932507647645487
23,0.04269097607835085
24,-0.05063795137232083
