target_type,n_predictions,rmse,mae,mape,coverage_50,coverage_80,coverage_95,n_features,train_end,backtest_start,backtest_end
nsa,100,2141.8394240058497,573.6459286631958,61.04019567428828,1.0101010101010102,1.0101010101010102,1.0101010101010102,62,2017-08-01,2017-09-01,2025-12-01
