target_type,n_predictions,rmse,mae,mape,coverage_50,coverage_80,coverage_95,n_features,train_end,backtest_start,backtest_end
nsa,100,2126.5747549142484,544.6856359354578,59.62396153627064,1.0101010101010102,1.0101010101010102,1.0101010101010102,63,2017-08-01,2017-09-01,2025-12-01
