ds,actual,nsa_predicted,predicted_adjustment,perfect_adjustment,predicted,error
2021-06-01,850.0,765.6426125425008,-687.2754892250732,-298.0,78.36712331742763,771.6328766825724
2021-07-01,943.0,-53.421180905593374,-542.5708812470207,1076.0,-595.992062152614,1538.992062152614
2021-08-01,235.0,571.1862828075475,-359.7140712243948,-77.0,211.47221158315273,23.527788416847272
2021-09-01,194.0,915.2310814341492,1217.7116199551929,-460.0,2132.942701389342,-1938.942701389342
2021-10-01,531.0,1051.1805875059883,-148.65299378520623,-1027.0,902.5275937207821,-371.5275937207821
2021-11-01,210.0,759.291075387789,-401.3856062424136,-568.0,357.9054691453754,-147.90546914537538
2021-12-01,199.0,218.81306151727463,-863.1246596426431,127.0,-644.3115981253685,843.3115981253685
2022-01-01,467.0,-2675.8278824591016,-265.89788082213386,3291.0,-2941.7257632812352,3408.7257632812352
2022-02-01,678.0,861.8650418359128,301.2001340032068,-779.0,1163.0651758391195,-485.06517583911955
2022-03-01,431.0,902.7481586199902,3034.7024219861196,-363.0,3937.4505806061097,-3506.4505806061097
2022-04-01,428.0,1204.0370829074002,-641.5885156656055,-643.0,562.4485672417946,-134.44856724179465
2022-05-01,390.0,925.6282273840574,-481.8244172843722,-419.0,443.80381009968517,-53.803810099685165
2022-06-01,372.0,627.9684789573554,-753.6139163936308,-572.0,-125.64543743627542,497.6454374362754
2022-07-01,528.0,-621.0688398701395,-503.2245809773061,913.0,-1124.2934208474458,1652.2934208474458
2022-08-01,315.0,315.9932785332414,-335.88808917253687,6.0,-19.894810639295486,334.8948106392955
2022-09-01,263.0,490.86178347152,1187.6357615150919,-168.0,1678.497544986612,-1415.497544986612
2022-10-01,261.0,585.3887270745987,-82.19083758410996,-911.0,503.19788949048876,-242.19788949048876
2022-11-01,263.0,617.8567043177464,-410.5663512040931,-311.0,207.29035311365334,55.70964688634666
2022-12-01,223.0,-178.80282069672896,-914.1972316352062,467.0,-1093.0000523319352,1316.0000523319352
2023-01-01,517.0,-2624.5168547806825,-398.068370391969,3022.0,-3022.5852251726515,3539.5852251726515
2023-02-01,311.0,614.7952531991453,247.41786748424096,-808.0,862.2131206833863,-551.2131206833863
2023-03-01,236.0,571.0417834293424,3143.188635941415,-284.0,3714.2304193707578,-3478.2304193707578
2023-04-01,253.0,907.6417799798476,-724.5850770518645,-639.0,183.0567029279831,69.94329707201689
2023-05-01,339.0,572.7751643722014,-457.3797586566883,-581.0,115.3954057155131,223.6045942844869
2023-06-01,209.0,512.3379757148308,-719.7093905067537,-488.0,-207.37141479192292,416.3714147919229
2023-07-01,187.0,-1078.2434619558594,-497.6363733944048,1006.0,-1575.8798353502643,1762.8798353502643
2023-08-01,187.0,144.56773907257664,-453.13433805145013,-81.0,-308.56659897887346,495.56659897887346
2023-09-01,336.0,505.64237534486745,1068.5660932316785,-249.0,1574.2084685765458,-1238.2084685765458
2023-10-01,150.0,833.8266290345177,-68.41758094516248,-916.0,765.4090480893552,-615.4090480893552
2023-11-01,164.0,321.8002339810325,-293.1189558081529,-313.0,28.68127817287956,135.31872182712044
2023-12-01,216.0,-288.214468202791,-901.3796269140702,383.0,-1189.5940951168611,1405.5940951168611
2024-01-01,353.0,-2396.1801319247197,-341.26993921553964,2988.0,-2737.4500711402593,3090.4500711402593
2024-02-01,275.0,611.6516236263667,351.6372723036394,-866.0,963.2888959300061,-688.2888959300061
2024-03-01,303.0,368.09651988539895,3071.112427809533,-356.0,3439.2089476949322,-3136.2089476949322
2024-04-01,175.0,874.7741176693767,-750.0076249998302,-628.0,124.76649266954644,50.23350733045356
2024-05-01,272.0,791.9963987381959,-387.87555532856527,-645.0,404.12084340963065,-132.12084340963065
2024-06-01,206.0,509.07682636349017,-681.2832870381066,-341.0,-172.20646067461638,378.2064606746164
