target_type,n_predictions,rmse,mae,mape,coverage_50,coverage_80,coverage_95,n_features,train_end,backtest_start,backtest_end
nsa,100,2121.4697692305645,544.0819562280456,44.97827555766814,1.0101010101010102,1.0101010101010102,1.0101010101010102,67,2017-08-01,2017-09-01,2025-12-01
