Model,RMSE,MAE,Median_AE,Max_AE,Mean_Error,50%_Coverage,80%_Coverage,95%_Coverage,N_Features,N_Train_Obs,N_Backtest_Months,STD_Ratio,Diff_STD_Ratio,Corr_Diff,Diff_Sign_Accuracy,Tail_MAE,Extreme_Hit_Rate,Acceleration_Accuracy,Role
nsa_first_revised,241.89045086860685,175.95817348422466,145.30915510222064,792.0294577871421,61.02806406152793,65.51724137931035,87.93103448275862,100.0,80,436,58,0.8854999193718189,0.8648328615936464,0.9754407789768569,0.9473684210526315,315.2355256975719,0.8333333333333334,0.9473684210526315,CHAMPION
