idx,cap,cadence,trials,MAE,RMSE,AccelAcc,DirAcc,HL,trailing_window,nsa_weight_scale,elapsed_min,exit_code,cell_dir,started_at,finished_at
1,60,60,50,98.41157911125502,135.89098360032892,0.7543859649122807,0.9310344827586208,0.5685992343849486,31,0.10138281518564804,86.6,0,/home/ubuntu/NFP_Predictor/_output_grid/cell_01_cap60_cad60_t50,2026-05-16T18:45:54,2026-05-16T20:12:27
2,80,60,25,91.99493901834028,130.02945224185083,0.6842105263157895,0.9655172413793104,3.2336957069833256,28,0.10640138995154608,93.2,0,/home/ubuntu/NFP_Predictor/_output_grid/cell_02_cap80_cad60_t25,2026-05-16T18:45:54,2026-05-16T20:19:06
0,60,60,25,98.05573150732369,136.76268045928103,0.7017543859649122,0.9655172413793104,3.0328547402673047,33,0.2378625299025971,93.3,0,/home/ubuntu/NFP_Predictor/_output_grid/cell_00_cap60_cad60_t25,2026-05-16T18:45:54,2026-05-16T20:19:13
