ds,actual,nsa_predicted,predicted_adjustment,perfect_adjustment,predicted,error
2026-03-01,178.0,629.8265841437845,3014.3991979747634,-393.0,3644.225782118548,-3466.225782118548
2026-04-01,,879.8591193885607,-757.7278121246169,,122.13130726394377,
2026-05-01,,715.2380238342579,-383.74955670713325,,331.48846712712464,
