Model,RMSE,MAE,Median_AE,Max_AE,Mean_Error,50%_Coverage,80%_Coverage,95%_Coverage,N_Features,N_Train_Obs,N_Backtest_Months,STD_Ratio,Diff_STD_Ratio,Corr_Diff,Diff_Sign_Accuracy,Tail_MAE,Extreme_Hit_Rate,Acceleration_Accuracy,Role
nsa_first_revised,244.78856117769274,190.27142526961973,145.9631475087212,702.9978368525908,46.008864122452216,58.620689655172406,87.93103448275862,94.82758620689656,60,436,58,0.9507462327210622,0.9146237393099435,0.9743105608420265,0.9649122807017544,304.81471691123375,0.8333333333333334,0.9649122807017544,CHAMPION
