ds,actual,predicted,consensus_pred,error
2021-06-01,850.0,575.2633384412785,514.0,274.7366615587215
2021-07-01,943.0,1007.8409027254843,825.0,-64.84090272548428
2021-08-01,235.0,721.2851609516966,717.0,-486.28516095169664
2021-09-01,194.0,442.595020567019,453.0,-248.595020567019
2021-10-01,531.0,211.8384188741307,401.0,319.1615811258693
2021-11-01,210.0,502.0525477718962,507.0,-292.0525477718962
2021-12-01,199.0,383.2730024063448,399.0,-184.2730024063448
2022-01-01,467.0,367.2531861722224,250.0,99.7468138277776
2022-02-01,678.0,354.3457956070416,392.0,323.6542043929584
2022-03-01,431.0,505.1256495544825,430.0,-74.1256495544825
2022-04-01,428.0,427.8076338742641,416.0,0.19236612573587308
2022-05-01,390.0,422.68393260751986,353.0,-32.683932607519864
2022-06-01,372.0,378.30223854722084,278.0,-6.302238547220838
2022-07-01,528.0,383.5511844504288,261.0,144.44881554957118
2022-08-01,315.0,311.41145807288075,282.0,3.588541927119252
2022-09-01,263.0,211.11743556437227,263.0,51.88256443562773
2022-10-01,261.0,110.31905144959265,198.0,150.68094855040735
2022-11-01,263.0,179.13878821619727,200.0,83.86121178380273
2022-12-01,223.0,201.49543513523827,201.0,21.504564864761733
2023-01-01,517.0,289.5150623220918,175.0,227.4849376779082
2023-02-01,311.0,244.87794300177123,188.0,66.12205699822877
2023-03-01,236.0,264.3281185226744,225.0,-28.3281185226744
2023-04-01,253.0,244.72320891093483,177.0,8.27679108906517
2023-05-01,339.0,235.23525531006825,178.0,103.76474468993175
2023-06-01,209.0,249.93659830838297,214.0,-40.93659830838297
2023-07-01,187.0,118.61607837336095,184.0,68.38392162663905
2023-08-01,187.0,161.98877804008538,164.0,25.01122195991462
2023-09-01,336.0,185.52828372474306,148.0,150.47171627525694
2023-10-01,150.0,171.7066763438698,164.0,-21.706676343869788
2023-11-01,164.0,117.47452246872962,173.0,46.52547753127038
2023-12-01,216.0,163.3817530391164,151.0,52.618246960883596
2024-01-01,353.0,225.50596287738284,157.0,127.49403712261716
2024-02-01,275.0,178.2522684574487,184.0,96.74773154255129
2024-03-01,303.0,193.0989218638218,197.0,109.9010781361782
2024-04-01,175.0,251.85622793174963,221.0,-76.85622793174963
2024-05-01,272.0,185.1631027301794,189.0,86.83689726982061
2024-06-01,206.0,181.52041543503222,190.0,24.47958456496778
2024-07-01,114.0,162.19546390803805,186.0,-48.19546390803805
2024-08-01,142.0,138.66122706190578,164.0,3.3387729380942233
2024-09-01,254.0,154.47074917833552,143.0,99.52925082166448
2024-10-01,12.0,122.04699239282549,132.0,-110.04699239282549
2024-11-01,227.0,123.98926087801979,188.0,103.01073912198021
2024-12-01,256.0,171.19223203563746,153.0,84.80776796436254
2025-01-01,143.0,247.86320823107633,165.0,-104.86320823107633
2025-02-01,151.0,88.34064207643206,136.0,62.65935792356794
2025-03-01,228.0,164.60403678003706,121.0,63.39596321996294
2025-04-01,177.0,152.68405865890702,128.0,24.31594134109298
2025-05-01,139.0,111.8125128421301,126.0,27.187487157869896
2025-06-01,147.0,98.66790831621066,125.0,48.33209168378934
2025-07-01,73.0,69.61054477789467,110.0,3.389455222105326
2025-08-01,22.0,84.31100031573328,76.0,-62.31100031573328
2025-09-01,119.0,67.81037876720718,40.0,51.18962123279282
2025-10-01,-138.0,4.824021472372853,22.0,-142.82402147237286
2025-11-01,64.0,-21.052284304390195,32.0,85.0522843043902
2025-12-01,50.0,-1.210708909329834,60.0,51.21070890932983
2026-01-01,130.0,88.78254290699165,83.0,41.21745709300835
2026-02-01,-92.0,83.96723688726601,66.0,-175.967236887266
2026-03-01,178.0,87.53602751445963,51.0,90.46397248554037
2026-04-01,,132.66649041675467,90.0,
