target_type,n_predictions,rmse,mae,mape,coverage_50,coverage_80,coverage_95,n_features,train_end,backtest_start,backtest_end
nsa,36,293.33500546313456,194.23582706061978,27.68258595401742,2.857142857142857,2.857142857142857,2.857142857142857,61,2022-12-01,2023-01-01,2025-12-01
