RMSE,MAE,MSE,STD_Actual,STD_Pred,STD_Ratio,Diff_STD_Actual,Diff_STD_Pred,Diff_STD_Ratio,Corr_Level,Corr_Diff,Diff_Sign_Accuracy,Tail_MAE,Extreme_Hit_Rate,NonCovid_RMSE,NonCovid_MAE,NonCovid_MSE,NonCovid_STD_Actual,NonCovid_STD_Pred,NonCovid_STD_Ratio,NonCovid_Diff_STD_Actual,NonCovid_Diff_STD_Pred,NonCovid_Diff_STD_Ratio,NonCovid_Corr_Level,NonCovid_Corr_Diff,NonCovid_Diff_Sign_Accuracy,NonCovid_Tail_MAE,NonCovid_Extreme_Hit_Rate,CovidOnly_RMSE,CovidOnly_MAE,CovidOnly_MSE,CovidOnly_STD_Actual,CovidOnly_STD_Pred,CovidOnly_STD_Ratio,CovidOnly_Diff_STD_Actual,CovidOnly_Diff_STD_Pred,CovidOnly_Diff_STD_Ratio,CovidOnly_Corr_Level,CovidOnly_Corr_Diff,CovidOnly_Diff_Sign_Accuracy,CovidOnly_Tail_MAE,CovidOnly_Extreme_Hit_Rate,N,N_NonCovid,N_Covid
227.90829975529505,185.16057716388423,51942.193097349416,189.22220170244944,235.40332048776162,1.2440576125307519,170.24293651443026,317.0992987568792,1.8626282255769302,0.5012696419848856,0.4692547416863138,0.6140350877192983,272.2710875034771,0.3333333333333333,227.90829975529505,185.16057716388423,51942.193097349416,189.22220170244944,235.40332048776162,1.2440576125307519,170.24293651443026,317.0992987568792,1.8626282255769302,0.5012696419848856,0.4692547416863138,0.6140350877192983,272.2710875034771,0.3333333333333333,,,,,,,,,,,,,,,58,58,0
