target_type,n_predictions,rmse,mae,mape,coverage_50,coverage_80,coverage_95,n_features,train_end,backtest_start,backtest_end
nsa,100,2123.4682989092275,571.9086640909022,71.41817491611178,1.0101010101010102,1.0101010101010102,1.0101010101010102,68,2017-08-01,2017-09-01,2025-12-01
