target_type,n_predictions,rmse,mae,mape,coverage_50,coverage_80,coverage_95,n_features,train_end,backtest_start,backtest_end
nsa,36,249.90051174467837,168.78807748343334,26.41759298471717,44.44444444444444,80.55555555555556,86.11111111111111,65,2022-11-01,2022-12-01,2025-11-01
