lag,value
0,1.0
1,0.5140026747921521
2,-0.022600936016456345
3,0.3477655186640553
4,0.09575003736263465
5,-0.1311799881360268
6,0.2627922605524721
7,-0.019142673560373795
8,0.1966422183167253
9,-0.010204839676538648
10,-0.0928998145398159
11,0.08237813215797099
12,0.09803144039644426
13,-0.12774757196868866
14,0.0003724458945855405
15,-0.14314451596064423
16,-0.08434319818992607
17,-0.03445570472504773
18,0.10188716094360892
19,0.022193100766291583
20,-0.12432048824001803
21,-0.09785504936924797
22,0.09699187252824663
23,0.06826242391441605
24,-0.04725450085720354
