ds,actual,predicted,error
2021-06-01,850.0,678.4704128826896,171.52958711731037
2021-07-01,943.0,1340.3918269739804,-397.3918269739804
2021-08-01,235.0,651.1667259021399,-416.1667259021399
2021-09-01,194.0,499.33651875245835,-305.33651875245835
2021-10-01,531.0,-45.73147549180442,576.7314754918044
2021-11-01,210.0,485.2210880875464,-275.2210880875464
2021-12-01,199.0,514.8543097946917,-315.85430979469174
2022-01-01,467.0,700.9978368525908,-233.9978368525908
2022-02-01,678.0,211.88036402867897,466.11963597132103
2022-03-01,431.0,428.1241144385964,2.8758855614036065
2022-04-01,428.0,442.51548262351,-14.515482623510024
2022-05-01,390.0,524.1327955385588,-134.13279553855875
2022-06-01,372.0,519.7792152535104,-147.77921525351042
2022-07-01,528.0,583.3523560017074,-55.35235600170745
2022-08-01,315.0,117.83951578368405,197.16048421631595
2022-09-01,263.0,18.775647376258803,244.2243526237412
2022-10-01,261.0,-210.4771148040469,471.4771148040469
2022-11-01,263.0,24.270754317102273,238.72924568289773
2022-12-01,223.0,111.82818010629119,111.17181989370881
2023-01-01,517.0,610.1771873765456,-93.17718737654559
2023-02-01,311.0,-25.79161496560323,336.79161496560323
2023-03-01,236.0,270.8088321892319,-34.80883218923191
2023-04-01,253.0,380.840708589918,-127.840708589918
2023-05-01,339.0,315.7298414234315,23.27015857656852
2023-06-01,209.0,189.90655001519622,19.093449984803783
2023-07-01,187.0,-126.33317602889383,313.33317602889383
2023-08-01,187.0,121.47298657295188,65.52701342704812
2023-09-01,336.0,254.65222312461782,81.34777687538218
2023-10-01,150.0,-50.04260321207869,200.0426032120787
2023-11-01,164.0,-33.440288252583684,197.44028825258368
2023-12-01,216.0,186.02551160731036,29.974488392689636
2024-01-01,353.0,369.3952830743592,-16.395283074359213
2024-02-01,275.0,-80.8107324096627,355.8107324096627
2024-03-01,303.0,1.1362447753645029,301.8637552246355
2024-04-01,175.0,226.84832721633165,-51.848327216331654
2024-05-01,272.0,196.60071840960575,75.39928159039425
2024-06-01,206.0,-31.94207960170479,237.9420796017048
2024-07-01,114.0,6.192906831224832,107.80709316877517
2024-08-01,142.0,110.24369737852876,31.756302621471235
2024-09-01,254.0,209.9178695246597,44.08213047534031
2024-10-01,12.0,-145.1271858380918,157.1271858380918
2024-11-01,227.0,141.22081888657192,85.77918111342808
2024-12-01,256.0,138.68663411197016,117.31336588802984
2025-01-01,143.0,424.1080677768082,-281.1080677768082
2025-02-01,151.0,-110.81074425661348,261.8107442566135
2025-03-01,228.0,312.66945469279153,-84.66945469279153
2025-04-01,177.0,101.05728492904882,75.94271507095118
2025-05-01,139.0,-35.66740005166855,174.66740005166855
2025-06-01,147.0,-19.72204483492999,166.72204483493
2025-07-01,73.0,-127.87119778698298,200.87119778698298
2025-08-01,22.0,122.82963202133064,-100.82963202133064
2025-09-01,119.0,249.81210132412963,-130.81210132412963
2025-10-01,-138.0,-261.8091511447195,123.80915114471952
2025-11-01,64.0,5.081544569170603,58.9184554308294
2025-12-01,50.0,-242.02665339350733,292.02665339350733
2026-01-01,130.0,159.42290963879805,-29.422909638798046
2026-02-01,-92.0,75.47045023294334,-167.47045023294334
2026-03-01,178.0,411.84441196382807,-233.84441196382807
2026-04-01,,198.41767580336636,
2026-05-01,,181.75589998986436,
