lag,value
0,1.0
1,0.1074449719852929
2,-0.12633869737855657
3,-0.1529742789260224
4,0.31799234950408023
5,-0.042638121183409955
6,-0.016010175063622737
7,0.09205928095660205
8,0.03339822360076576
9,-0.06540907898535962
10,0.05516667063125999
11,-0.036493173797559876
12,0.1675485375325959
13,-0.14571890665187565
14,-0.15599171964893654
15,-0.01365595756672235
16,0.02279472065691813
17,0.017167563030663555
18,-0.051036893779752145
19,0.11633802979988818
20,-0.06689912411453332
21,0.10074322858051019
22,-0.015977750860816802
23,-0.16794577035689254
24,0.08024589091198216
