lag,value
0,1.0
1,-0.0711421944792442
2,-0.3282761797891429
3,0.025715809055208084
4,0.36861404947170784
5,-0.2620795303806592
6,-0.1535599764896529
7,-0.0736503227519937
8,0.1517519798116779
9,0.0005440867549889226
10,-0.04395320706649096
11,0.03678974430843756
12,0.1434143765877112
13,-0.04066750356636261
14,-0.09112917493823297
15,0.08858545798408943
16,0.015354451944286295
17,-0.21805845504720955
18,-0.003748059414082368
19,0.22439150888725054
20,-0.11430513934466283
21,-0.1760590981316813
22,0.11383227328755614
23,0.1575026960581839
24,-0.11441335752094639
