ds,actual,predicted,consensus_pred,error
2021-06-01,850.0,420.08666065727476,514.0,429.91333934272524
2021-07-01,943.0,950.426329801091,825.0,-7.426329801091015
2021-08-01,235.0,634.1731353518638,717.0,-399.17313535186383
2021-09-01,194.0,393.1661639888962,453.0,-199.1661639888962
2021-10-01,531.0,287.29427029225513,401.0,243.70572970774487
2021-11-01,210.0,415.60238422627054,507.0,-205.60238422627054
2021-12-01,199.0,358.50733319901855,399.0,-159.50733319901855
2022-01-01,467.0,506.67087124823877,250.0,-39.67087124823877
2022-02-01,678.0,352.51209724060766,392.0,325.48790275939234
2022-03-01,431.0,435.5513041962866,430.0,-4.551304196286594
2022-04-01,428.0,369.0024644381997,416.0,58.997535561800305
2022-05-01,390.0,318.68766107922517,353.0,71.31233892077483
2022-06-01,372.0,314.7937685621859,278.0,57.2062314378141
2022-07-01,528.0,495.31875969515727,261.0,32.68124030484273
2022-08-01,315.0,333.1115230570617,282.0,-18.111523057061675
2022-09-01,263.0,264.0033730843769,263.0,-1.0033730843769035
2022-10-01,261.0,186.98207397920612,198.0,74.01792602079388
2022-11-01,263.0,208.62558139493942,200.0,54.37441860506058
2022-12-01,223.0,253.27479411952248,201.0,-30.274794119522483
2023-01-01,517.0,322.3948369063721,175.0,194.60516309362788
2023-02-01,311.0,296.28199825908786,188.0,14.718001740912143
2023-03-01,236.0,217.14387968769088,225.0,18.856120312309116
2023-04-01,253.0,156.35298671174382,177.0,96.64701328825618
2023-05-01,339.0,155.00767242567,178.0,183.99232757433
2023-06-01,209.0,287.1553687793609,214.0,-78.15536877936091
2023-07-01,187.0,227.36291301378492,184.0,-40.36291301378492
2023-08-01,187.0,176.16112090379204,164.0,10.838879096207961
2023-09-01,336.0,119.22046134147674,148.0,216.77953865852328
2023-10-01,150.0,178.31719403122005,164.0,-28.317194031220055
2023-11-01,164.0,130.11221519702653,173.0,33.88778480297347
2023-12-01,216.0,125.06261127877916,151.0,90.93738872122084
2024-01-01,353.0,267.4375811259701,157.0,85.5624188740299
2024-02-01,275.0,249.07968541920857,184.0,25.920314580791427
2024-03-01,303.0,209.07688068789605,197.0,93.92311931210395
2024-04-01,175.0,221.34858220057396,221.0,-46.34858220057396
2024-05-01,272.0,168.88966947441784,189.0,103.11033052558216
2024-06-01,206.0,203.93291881207776,190.0,2.0670811879222413
2024-07-01,114.0,189.34172510157177,186.0,-75.34172510157177
2024-08-01,142.0,151.24757515662986,164.0,-9.247575156629864
2024-09-01,254.0,149.0495863065181,143.0,104.95041369348189
2024-10-01,12.0,145.80686280950061,132.0,-133.80686280950061
2024-11-01,227.0,113.69165197039956,188.0,113.30834802960044
2024-12-01,256.0,144.8269519339182,153.0,111.1730480660818
2025-01-01,143.0,240.10294803778214,165.0,-97.10294803778214
2025-02-01,151.0,110.2171543901264,136.0,40.782845609873604
2025-03-01,228.0,138.57170332910363,121.0,89.42829667089637
2025-04-01,177.0,155.38375142604372,128.0,21.616248573956284
2025-05-01,139.0,108.87797567542364,126.0,30.12202432457636
2025-06-01,147.0,130.89677412720235,125.0,16.10322587279765
2025-07-01,73.0,109.3992031518514,110.0,-36.399203151851395
2025-08-01,22.0,77.41164649876126,76.0,-55.41164649876126
2025-09-01,119.0,54.014736553784466,40.0,64.98526344621553
2025-10-01,-138.0,26.208089465867392,22.0,-164.2080894658674
2025-11-01,64.0,3.596432226487096,32.0,60.403567773512904
2025-12-01,50.0,35.67828061265223,60.0,14.32171938734777
2026-01-01,130.0,100.15406022917827,83.0,29.84593977082173
2026-02-01,-92.0,64.38730340044302,66.0,-156.38730340044302
2026-03-01,178.0,44.45324650513991,51.0,133.5467534948601
2026-04-01,,104.38442133520809,90.0,
