target_type,n_predictions,rmse,mae,mape,coverage_50,coverage_80,coverage_95,n_features,train_end,backtest_start,backtest_end
nsa,100,2155.7275565860436,554.0252079466723,45.97702834175546,1.0101010101010102,1.0101010101010102,1.0101010101010102,65,2017-08-01,2017-09-01,2025-12-01
