model_name,adj_mae,adj_rmse,sa_mae,sa_rmse,sa_composite,std_ratio,diff_std_ratio,corr_diff,diff_sign_accuracy,directional_accuracy,n_backtest
same_month_ly,99.41379310344827,138.37804290645497,176.97353729064912,220.27516438010974,246.87218956043748,1.5202626229142804,1.7802685271949292,0.37978983851856424,0.7017543859649122,0.7413793103448276,58
exp_weighted_avg,109.24938740726198,134.7674127697046,186.29797388414445,230.99121207346812,269.893597642159,1.5491291819965642,1.76316656812468,0.32310967289197995,0.631578947368421,0.8103448275862069,58
monthly_avg,172.79351957315606,206.0552338169372,187.99998366467943,234.1048595169615,272.2199354701087,1.483619656952737,1.5695436954701427,0.11194318640231547,0.5789473684210527,0.8103448275862069,58
linreg_month_trend,172.9081053686872,206.11648653278002,188.21576511204867,234.3569060505441,272.4859823182647,1.482280573613431,1.5691145663732105,0.11029084395545818,0.5789473684210527,0.8275862068965517,58
sarima,1164.1997016295302,1622.0794903192498,1136.9944208038926,1599.9242436867269,1743.2055606275924,8.389083468703422,11.67798882215438,-0.11332674190223256,0.5263157894736842,0.5689655172413793,58
12m_complement,1180.5689655172414,1626.058811550397,1166.059070814382,1605.8576249456314,1777.0772197041442,8.508306282966316,11.678438339461415,-0.09766927611459816,0.5263157894736842,0.5517241379310345,58
