variant,n,mae,rmse,dir,accel,tail_mae,raw_cons_mae,raw_cons_rmse,trailing_window,nsa_weight_scale,half_life_years
base_consensus,58,93.57577264105302,130.13104851912564,0.9482758620689655,0.7368421052631579,136.01299032869866,101.27586206896552,144.02861305765026,23,0.4092163624745585,1.124233093502729
panel_mean_fallback_consensus,58,94.09729831701544,146.34392063503836,0.9655172413793104,0.7543859649122807,122.69505546953944,87.62931034482759,128.3352403202097,13,1.7183239852852956,1.217224324321245
top4_fallback_consensus,58,94.35676316634557,147.66019986474205,0.9655172413793104,0.7368421052631579,121.04697195234884,91.09482758620689,132.15972354970947,13,1.7183239852852956,1.217224324321245
panel_mean_when_count_ge3_else_consensus,58,94.35676316634557,147.66019986474205,0.9655172413793104,0.7368421052631579,121.04697195234884,91.09482758620689,132.15972354970947,13,1.7183239852852956,1.217224324321245
panel_median_fallback_consensus,58,94.62839066883598,146.9111027961649,0.9655172413793104,0.7543859649122807,123.14452998864883,88.58189655172414,129.74636370117724,13,1.7183239852852956,1.217224324321245
