lag,value
0,1.0
1,-0.16838150273746916
2,-0.06950673187752777
3,-0.29697312132152953
4,0.09307839574251954
5,0.03347789704724841
6,0.10415323328952952
7,-0.019423278882223904
8,0.16384824180643234
9,-0.18158526846171796
10,-0.026543913110254516
11,-0.18814863177309604
12,0.42329147112334287
13,-0.056235756028625294
14,-0.06971368743503356
15,-0.23002162032700219
16,-0.014244846256398064
17,0.11592738247684913
18,0.018640623797752998
19,0.06652026155593113
20,0.08223105065216285
21,-0.06745196996444865
22,-0.08861122161535653
23,-0.20000222786232214
24,0.2080679694964067
