lag,value
0,1.0
1,-0.022680814045357617
2,-0.3126489731875671
3,0.1098934495435024
4,0.33649648865796405
5,-0.2297683408109547
6,-0.07099060521090532
7,-0.005400553722109619
8,0.07823904613296176
9,0.09717444970475858
10,-0.04963589317493538
11,-0.09507429739262904
12,0.09798599473736243
13,-0.02035944529053575
14,-0.14850834259824272
15,0.043272074816478726
16,0.0563005780066366
17,-0.16346716983214765
18,-0.03779856823713348
19,0.16343217516215214
20,-0.05500892792460311
21,-0.12189677312613444
22,0.042364005259422736
23,0.04964685490059258
24,-0.09853951186341531
