lag,value
0,1.0
1,-0.00354249256516696
2,-0.375040815219273
3,0.134601321709576
4,0.34838804318532335
5,-0.08500151988370433
6,-0.06849810960482945
7,-0.061092152131979695
8,0.12931033286709448
9,0.12160696276607409
10,-0.08371101347128686
11,-0.08906132038006988
12,0.20975639764515303
13,0.06501531613166407
14,-0.15256957200635093
15,0.006947203241741816
16,0.17731710904407377
17,-0.004851349633571885
18,-0.05672402335952489
19,0.1147308336418868
20,-0.017926652125787472
21,-0.0721353623146478
22,0.08125132932574075
23,0.012006747371552213
24,-0.14025190629513076
