RMSE,MAE,MSE,STD_Actual,STD_Pred,STD_Ratio,Diff_STD_Actual,Diff_STD_Pred,Diff_STD_Ratio,Corr_Level,Corr_Diff,Diff_Sign_Accuracy,Tail_MAE,Extreme_Hit_Rate,NonCovid_RMSE,NonCovid_MAE,NonCovid_MSE,NonCovid_STD_Actual,NonCovid_STD_Pred,NonCovid_STD_Ratio,NonCovid_Diff_STD_Actual,NonCovid_Diff_STD_Pred,NonCovid_Diff_STD_Ratio,NonCovid_Corr_Level,NonCovid_Corr_Diff,NonCovid_Diff_Sign_Accuracy,NonCovid_Tail_MAE,NonCovid_Extreme_Hit_Rate,CovidOnly_RMSE,CovidOnly_MAE,CovidOnly_MSE,CovidOnly_STD_Actual,CovidOnly_STD_Pred,CovidOnly_STD_Ratio,CovidOnly_Diff_STD_Actual,CovidOnly_Diff_STD_Pred,CovidOnly_Diff_STD_Ratio,CovidOnly_Corr_Level,CovidOnly_Corr_Diff,CovidOnly_Diff_Sign_Accuracy,CovidOnly_Tail_MAE,CovidOnly_Extreme_Hit_Rate,N,N_NonCovid,N_Covid
220.27516438010974,176.97353729064912,48521.14804268436,189.22220170244944,287.6674406737808,1.5202626229142804,170.24293651443026,303.0781418538846,1.7802685271949292,0.6673882063102273,0.37978983851856424,0.7017543859649122,174.11846583365792,0.6666666666666666,220.27516438010974,176.97353729064912,48521.14804268436,189.22220170244944,287.6674406737808,1.5202626229142804,170.24293651443026,303.0781418538846,1.7802685271949292,0.6673882063102273,0.37978983851856424,0.7017543859649122,174.11846583365792,0.6666666666666666,,,,,,,,,,,,,,,58,58,0
