target_type,n_predictions,rmse,mae,mape,coverage_50,coverage_80,coverage_95,n_features,train_end,backtest_start,backtest_end
nsa,100,2133.8279791337563,521.9482640250641,62.70552362449764,1.0101010101010102,1.0101010101010102,1.0101010101010102,66,2017-08-01,2017-09-01,2025-12-01
