ds,actual,predicted,error,lower_50,upper_50,lower_80,upper_80,lower_95,upper_95,in_50_interval,in_80_interval,in_95_interval,n_train_samples,n_features
2017-09-01,339.0,821.8752964268297,-482.87529642682966,585.4616912431258,984.0269313749216,525.7542160507539,1003.2545052068477,419.32525646970953,1132.1347927376416,False,False,False,330,60
2017-10-01,1126.0,779.6023568582328,346.39764314176716,533.0322901978527,941.7539918063247,406.3356787555395,982.5369382813917,327.0519046806989,1059.1541432981574,False,False,False,331,60
2017-11-01,501.0,481.89829081081126,19.10170918918874,235.3282241504311,654.1430276615189,121.91418397701125,701.3846689379207,12.11061151499814,845.285825023421,True,True,True,332,60
2017-12-01,-161.0,-26.386329109477362,-134.61367089052263,-278.8984415150247,167.17749268878046,-436.72302353315666,254.19492911104314,-513.0875516927507,337.00120510313235,True,True,True,333,60
2018-01-01,-2873.0,-2509.9863895206186,-363.01361047938144,-2722.673002088358,-2298.9780481863263,-2925.8762261689126,-2177.5103855964467,-2999.6064201016115,-2146.5988553080088,False,True,True,334,60
2018-02-01,1223.0,801.2472324051267,421.75276759487326,604.1985104893447,959.2695955422472,385.3573957568327,1118.5105478624344,311.627201824134,1148.9359247961627,False,False,False,335,60
2018-03-01,636.0,786.4081500877613,-150.40815008776133,604.5129542188577,987.2613371503184,404.67354108620003,1105.5614195546277,340.3700666292365,1148.9251884059672,True,True,True,336,60
2018-04-01,1035.0,721.870668537207,313.12933146279295,555.6652887746014,922.7238555997641,372.822531045059,1034.64852421758,279.65078768162624,1189.2799576723075,False,False,True,337,60
2018-05-01,942.0,865.0950739551878,76.90492604481221,741.3473891611103,1076.0461562506184,489.56381766536725,1195.267018858315,407.4775745119905,1332.5043630902883,True,True,True,338,60
2018-06-01,671.0,735.0616049116637,-64.06160491166372,617.9695423535943,936.3821832840543,355.3491317971551,1105.4717004032777,277.44410546846643,1210.5422944852655,True,True,True,339,60
2018-07-01,-1079.0,-1121.615667837056,42.61566783705598,-1263.4549332834831,-919.2104109532378,-1482.9514200420297,-751.2055723454421,-1565.874224047816,-652.1737914054162,True,True,True,340,60
2018-08-01,325.0,179.3497076701653,145.6502923298347,12.750335566508625,363.392104803762,-126.74163529117214,535.3697926381583,-263.0301609423737,648.791584101805,True,True,True,341,60
2018-09-01,515.0,753.8718931361426,-238.8718931361426,561.6253679529077,897.8782788528754,420.6608984836911,1065.0841073455877,311.4920245236036,1222.036486824505,False,True,True,342,60
2018-10-01,1012.0,805.74877791016,206.25122208983998,621.2766143482096,961.9589017755366,472.5377832577085,1142.7606043081257,385.86413397579867,1251.430952559483,False,True,True,343,60
2018-11-01,479.0,439.96020144531076,39.03979855468924,255.55705745422483,571.0109335017974,128.26440897728554,776.9720278432765,36.255404844131476,881.0281019695219,True,True,True,344,60
2018-12-01,-42.0,111.66902683363708,-153.66902683363708,-72.3054591272172,234.85859378989787,-164.96636709436262,431.2180770068,-295.0877726641458,552.7369273578482,True,True,True,345,60
2019-01-01,-2989.0,-2448.1605672883907,-540.8394327116093,-2639.8566748505386,-2352.0099375297814,-2724.7959612163904,-2202.6753589006826,-2836.161928128142,-2001.8022502095464,False,False,False,346,60
2019-02-01,932.0,692.1243113685061,239.87568863149386,497.43793406716907,788.2749411271152,430.6965100061123,916.2708375968685,238.56820164553602,1176.9180443064595,False,False,True,347,60
2019-03-01,734.0,865.8037623368346,-131.80376233683455,699.9995662232525,959.401534909783,619.4729875557224,1090.2645274119982,323.0921565756837,1350.597495274788,True,True,True,348,60
2019-04-01,1121.0,746.8591689031557,374.1408310968443,582.0878855050216,837.2526499104881,505.57181040785065,971.3199339783192,186.18751399081225,1125.1725944156583,False,False,True,349,60
2019-05-01,641.0,834.638661356486,-193.63866135648595,687.0695158645796,906.4018935307544,611.7315437730226,1058.1608111472328,273.9670064441425,1186.148378791863,False,True,True,350,60
2019-06-01,678.0,373.4493052169754,304.5506947830246,226.257481385881,432.14583851072047,151.64289476088783,600.6953527529029,-160.17245484485682,738.2600498137598,False,False,True,351,60
2019-07-01,-1124.0,-544.254717412828,-579.745282587172,-699.8864984348254,-504.0657082112949,-751.1341101541354,-295.04600622664873,-1068.3934701907924,-183.96350857895885,False,False,False,352,60
2019-08-01,334.0,242.57521680857909,91.42478319142091,68.68548908913615,290.9611517649713,-110.06719281082323,491.7839279947583,-284.97298402593856,602.8664256424482,False,True,True,353,60
2019-09-01,432.0,697.138514143727,-265.138514143727,504.1056624952221,787.8773656167971,296.1554414424555,944.8888729090771,147.77999762035586,1044.3039978240754,False,True,True,354,60
2019-10-01,1013.0,836.0435683750005,176.95643162499948,611.3583547680913,947.5140430421843,404.6809355815138,1066.7771372052614,282.66910882113496,1153.7018289583468,False,True,True,355,60
2019-11-01,662.0,493.3616220551457,168.6383779448543,230.40112572672382,608.1892423265009,104.05188131203704,705.0829574110799,-57.19311800516601,758.2027786102033,False,True,True,356,60
2019-12-01,-282.0,-74.24195423196122,-207.75804576803878,-334.47061814749884,64.26024009695018,-510.66391805771286,135.71647524483072,-587.7198948612385,182.1349015255096,True,True,True,357,60
2020-01-01,-3240.0,-2501.3658194456675,-738.6341805543325,-2740.5121225913103,-2331.2551903888457,-2937.7877832714194,-2291.4073899688756,-3008.5149279093757,-2244.444783660181,False,False,False,358,60
2020-02-01,895.0,754.0957050792231,140.90429492077692,508.0681782108603,949.851964229357,341.08619834672044,988.0219301729012,214.67080506518278,1042.734302953133,True,True,True,359,60
2020-03-01,-193.0,700.1149223807482,-893.1149223807482,456.257069248132,885.14022180801,262.0135642929444,936.1266462471851,-47.70944061656985,1015.5930949369923,False,False,False,360,60
2020-04-01,-19733.0,585.2762345225452,-20318.276234522546,308.7276635583183,768.1849162722259,-59.77412586709818,815.9745887981463,-242.27925026211392,898.8414710696006,False,False,False,361,60
2020-05-01,2271.0,192.82561471414456,2078.1743852858554,-149.56457751447184,375.7342964638252,-647.6242178777757,447.98046008281744,-3257.1386634186465,506.39085126120005,False,False,False,362,60
2020-06-01,5171.0,580.7588942792712,4590.241105720729,42.77965753650972,756.8954012768675,-362.36009698694045,835.9137396479441,-19592.475588187663,1111.7761133775002,False,False,False,363,60
2020-07-01,587.0,-393.52301814371543,980.5230181437155,-1017.7329055762441,-219.13627412358346,-1417.7436124423114,-135.15705974730514,-20722.21687397206,1976.2598628635114,False,False,True,364,60
2020-08-01,1498.0,181.62164119345013,1316.3783588065498,-345.40126474427916,364.31189572444384,-871.9900142405991,2213.581678833683,-20147.072214634893,4761.138021895197,False,True,True,365,60
2020-09-01,1257.0,488.70018342068585,768.2998165793142,90.35877293850575,896.9938397564372,-529.2201089272492,2849.333235958289,-19771.715742397348,5068.216564122433,False,True,True,366,62
2020-10-01,1604.0,873.148837727911,730.851162272089,551.2959763426306,2357.626792042724,-112.38607051141571,3440.9881800721755,-19008.847645518654,5439.515517449485,True,True,True,367,62
2020-11-01,546.0,556.829896525704,-10.829896525704044,251.09049254906404,2048.4900367056357,10.901845196042132,3124.6692388699685,-19272.57473153145,5116.944516953798,True,True,True,368,62
2020-12-01,-228.0,-319.0442262025297,91.04422620252973,-624.7836301791697,1172.615913977402,-852.2194619301129,2209.595813795055,-20150.49671280879,4251.685385011097,True,True,True,369,62
2021-01-01,-2850.0,-2669.398693483405,-180.60130651659483,-2932.3279776573777,-1198.3397804096664,-3201.621994502785,-208.2289321806943,-22511.108071352144,1883.7337826439993,True,True,True,370,62
2021-02-01,999.0,856.7369358071683,142.26306419283173,688.4522184965373,2324.9305654690097,309.665944755106,3306.4918498500433,-18985.652419040685,5425.988607530856,True,True,True,371,62
2021-03-01,1474.0,821.3781843228838,652.6218156771162,757.5716794682764,2239.2109166351524,274.3071932708216,3279.9831874025526,-19019.845744745555,5423.329199971159,True,True,True,372,63
2021-04-01,998.0,1034.2291975064497,-36.22919750644974,973.7457708739651,2447.3116591153885,585.5044837229552,3492.8342005861186,-18725.679318115348,5941.411545349699,True,True,True,373,63
2021-05-01,987.0,736.4847769510092,250.51522304899083,702.489896548037,2223.233126667631,398.4904077058231,3160.0753341933946,-18938.40774733986,5648.459512681797,True,True,True,374,63
2021-06-01,1132.0,574.4647841776848,557.5352158223152,735.1655605396371,1955.8047167916172,333.9388590049682,2967.8319985328417,-2199.445141616572,5498.070738292476,True,True,True,375,63
2021-07-01,-47.0,-1022.3393302666988,975.3393302666988,-895.1497338701845,15.126859322922769,-1179.2925627899463,783.1153317840641,-1376.3569423600534,3901.266623848092,True,True,True,376,63
2021-08-01,386.0,160.2077307010437,225.7922692989563,272.905146615905,1012.0985788904057,-14.966722950095829,1558.7971018505896,-230.92735333567018,2364.464818134178,True,True,True,377,63
2021-09-01,826.0,837.8241007502071,-11.824100750207094,806.308657675344,1575.6180541300505,685.2625221641065,2032.8848491856174,431.8418930734749,2601.1673621974965,True,True,True,378,65
2021-10-01,1535.0,943.717550556352,591.282449443648,905.5981631130428,1629.8594019209118,776.4749296411403,1922.6927998017431,537.7353428796198,2684.8377480957556,True,True,True,379,65
2021-11-01,787.0,509.0982669025519,277.9017330974481,460.7361238880992,1104.6027042330734,315.14815574723104,1491.4680724323102,122.24663356850692,2250.2184644419553,True,True,True,380,65
2021-12-01,166.0,-33.42224644820845,199.42224644820845,-93.67544286800651,385.2711509442852,-260.3877217514517,973.7710673749427,-399.03784272498996,1565.7876163998087,True,True,True,381,65
2022-01-01,-2645.0,-2813.005477576839,168.00547757683898,-2871.027390567022,-2424.8068237151692,-3039.970952880082,-1805.8121637536879,-3183.554588927093,-1215.0677209395972,True,True,True,382,65
2022-02-01,1442.0,926.0856965275169,515.9143034724831,901.0353849751373,1314.2843503891868,744.2922347768755,1937.129269950662,516.4087258256857,2553.2894046940537,False,True,True,383,65
2022-03-01,971.0,931.4914173297803,39.50858267021965,930.7881193040514,1475.1338200355008,792.5652184088573,1880.2351154223406,521.8144466279491,2558.695125496317,True,True,True,384,63
2022-04-01,1045.0,865.5695702139268,179.4304297860732,896.6398938263753,1404.3165549733799,709.7375603308772,1760.7734203836917,521.9225323368626,2387.972052838959,True,True,True,385,63
2022-05-01,790.0,815.0931732104625,-25.09317321046251,883.3644452899842,1179.6799997909231,650.752040135322,1401.6634229989957,492.34737829256244,2285.1303811455964,False,True,True,386,63
2022-06-01,919.0,628.1779526569876,290.8220473430124,635.2346109451782,915.5084010067854,463.83681958184707,1195.4986464366593,307.11018990291996,1337.7785216531897,False,True,True,387,63
2022-07-01,-443.0,-284.8199246541633,-158.1800753458367,-278.814880799554,-6.381831090992364,-445.94873264852964,272.00977016356774,-605.8876874082309,292.99176808744903,False,True,True,388,63
2022-08-01,323.0,102.1568429397874,220.8431570602126,108.82046829191549,380.5949365029583,-71.83204983612032,658.2129467659192,-225.44212874551454,679.4862480654028,True,True,True,389,63
2022-09-01,501.0,669.6166720112725,-168.6166720112725,703.3544326904179,953.7431106412298,585.8777317655564,1229.724178698341,357.99135416963816,1254.3097643202732,False,False,True,390,66
2022-10-01,1296.0,741.3933639861026,554.6066360138974,804.0976534886594,1028.6097321542904,723.1270814126765,1306.7381361169291,531.2358293478419,1355.8880234692988,False,True,True,391,66
2022-11-01,621.0,473.9088805671163,147.09111943288372,534.4950922646796,793.611950879494,455.6425979936902,1067.831263795613,330.9358407298167,1111.9046469525974,True,True,True,392,66
2022-12-01,-219.0,1.5494749655357973,-220.5494749655358,52.790877404551644,314.76540155740605,-51.634506011476624,583.8968454905806,-163.70799644628124,635.6319085933027,False,False,False,393,66
2023-01-01,-1927.0,-2659.172169144762,732.1721691447619,-2623.8465376176555,-2345.9562425528916,-2767.4344795624766,-2103.6139229466194,-2863.798365079397,-2025.089735516995,False,False,False,394,66
2023-02-01,1111.0,733.8852862902213,377.1147137097787,777.7811524300739,1052.593951455175,534.0019055942832,1315.0935402092923,528.5496989395425,1361.7349026633815,False,True,True,395,66
2023-03-01,562.0,447.6729246722903,114.32707532770968,466.56967068398336,771.0469034607504,247.7895439763522,1036.986888163727,214.72443529202957,1223.920512779072,True,True,True,396,65
2023-04-01,820.0,802.088248948271,17.91175105172897,742.1978969796096,1116.7501763405928,637.0333595477375,1398.3801416716915,584.3536471828672,1597.5921791955916,True,True,True,397,65
2023-05-01,969.0,784.8490554685953,184.15094453140466,720.0410592385969,1078.8282762737322,619.7941660680618,1358.149829411132,537.6113933401026,1583.9654574011274,True,True,True,398,65
2023-06-01,657.0,740.689807685159,-83.68980768515905,696.8346841282515,1034.6690284902961,566.3614782142154,1317.5545633883817,506.60986809081044,1580.7859560664178,False,True,True,399,65
2023-07-01,-837.0,-632.7605103067523,-204.23948969324772,-669.8819666756219,-329.2039264787829,-814.2463507713259,-26.50596923316482,-866.8404499011009,219.7528453937249,False,False,True,400,65
2023-08-01,176.0,156.7277865716448,19.2722134283552,120.18121635644869,460.711149018217,-19.79627975849843,771.6503936157953,-51.191759028668685,1009.241142272122,True,True,True,401,65
2023-09-01,699.0,385.24673308364453,313.75326691635547,253.24532789616234,624.6435942240149,208.7226667535013,1000.1693401277951,179.04183917860843,1236.2576145734063,False,True,True,402,65
2023-10-01,983.0,701.9786814606267,281.0213185393733,589.0104590006337,992.7057737110576,523.74270675904,1304.7669394878485,495.7737875555906,1450.5996887421793,True,True,True,403,65
2023-11-01,477.0,380.994622911728,96.00537708827198,293.2798260929335,664.0174912665373,225.39103036991145,950.2857053461552,190.69635118097494,1131.3409230277312,True,True,True,404,65
2023-12-01,-233.0,-233.15122116386658,0.15122116386658035,-308.6340909309794,49.871647190942724,-374.5788151353728,257.54498606798757,-434.21746455906975,509.63023067011557,True,True,True,405,65
2024-01-01,-2602.0,-2414.556883362964,-187.44311663703593,-2490.039753130077,-2132.834753648665,-2555.9844773344703,-2032.8842392682873,-2635.319622653302,-1597.938007496308,False,False,True,406,65
2024-02-01,929.0,756.24463873928,172.75536126071995,659.6413754573562,1024.615153431016,563.0781746187387,1128.1229515243856,504.2515859496589,1462.676126687822,True,True,True,407,65
