model_name,adj_mae,adj_rmse,sa_mae,sa_rmse,sa_composite,std_ratio,diff_std_ratio,corr_diff,diff_sign_accuracy,directional_accuracy,n_backtest
same_month_ly,99.41379310344827,138.37804290645497,167.93660195592227,212.77646346763134,255.47984753141978,1.3632127665074567,2.051925568200731,0.4866302294739655,0.7192982456140351,0.8103448275862069,58
monthly_avg,172.79351957315606,206.0552338169372,192.1666868297984,238.09106907597422,289.45312605277326,1.3768324282766935,1.916202982699223,0.25994158271318796,0.5614035087719298,0.7241379310344828,58
linreg_month_trend,172.9081053686872,206.11648653278002,192.78982757123947,238.3320843877534,290.1966847343355,1.3756253683999013,1.9153603009005786,0.25867722287504824,0.5614035087719298,0.7241379310344828,58
exp_weighted_avg,109.24938740726198,134.7674127697046,188.65952571984963,233.68316084413246,295.12524163144883,1.4407025157659348,2.1048348082800623,0.42383244672002546,0.631578947368421,0.8448275862068966,58
sarima,1164.1997016295302,1622.0794903192498,1130.9251158910574,1565.3708167485543,1722.3982298896858,8.183807664838351,11.402048789078327,-0.08779363516584196,0.543859649122807,0.5517241379310345,58
12m_complement,1180.5689655172414,1626.058811550397,1143.407049157863,1565.5436679624547,1737.058167921451,8.275105270548172,11.411194354093457,-0.07170358156389442,0.5263157894736842,0.5172413793103449,58
