ds,actual,predicted,error
2021-06-01,850.0,388.64261254250084,461.35738745749916
2021-07-01,943.0,1194.5788190944065,-251.57881909440653
2021-08-01,235.0,415.1862828075475,-180.1862828075475
2021-09-01,194.0,511.23108143414925,-317.23108143414925
2021-10-01,531.0,232.18058750598834,298.81941249401166
2021-11-01,210.0,487.29107538778896,-277.29107538778896
2021-12-01,199.0,546.8130615172746,-347.8130615172746
2022-01-01,467.0,381.1721175408984,85.8278824591016
2022-02-01,678.0,253.86504183591285,424.13495816408715
2022-03-01,431.0,340.74815861999025,90.25184138000975
2022-04-01,428.0,370.0370829074002,57.96291709259981
2022-05-01,390.0,297.62822738405737,92.37177261594263
2022-06-01,372.0,324.9684789573554,47.03152104264461
2022-07-01,528.0,601.9311601298605,-73.93116012986047
2022-08-01,315.0,182.99327853324138,132.00672146675862
2022-09-01,263.0,37.86178347152003,225.13821652847997
2022-10-01,261.0,-233.6112729254013,494.6112729254013
2022-11-01,263.0,313.85670431774645,-50.85670431774645
2022-12-01,223.0,141.19717930327104,81.80282069672896
2023-01-01,517.0,515.4831452193175,1.516854780682479
2023-02-01,311.0,-9.20474680085465,320.20474680085465
2023-03-01,236.0,43.041783429342445,192.95821657065756
2023-04-01,253.0,84.64177997984757,168.35822002015243
2023-05-01,339.0,-39.2248356277986,378.2248356277986
2023-06-01,209.0,135.3379757148308,73.6620242851692
2023-07-01,187.0,93.7565380441406,93.2434619558594
2023-08-01,187.0,67.56773907257664,119.43226092742336
2023-09-01,336.0,132.64237534486745,203.35762465513255
2023-10-01,150.0,-47.17337096548226,197.17337096548226
2023-11-01,164.0,10.800233981032477,153.19976601896752
2023-12-01,216.0,77.78553179720899,138.214468202791
2024-01-01,353.0,660.8198680752803,-307.8198680752803
2024-02-01,275.0,-167.3483763736333,442.3483763736333
2024-03-01,303.0,-38.90348011460105,341.90348011460105
2024-04-01,175.0,59.774117669376665,115.22588233062334
2024-05-01,272.0,210.99639873819592,61.00360126180408
2024-06-01,206.0,76.07682636349017,129.92317363650983
2024-07-01,114.0,64.00349796226601,49.99650203773399
2024-08-01,142.0,127.04584785779784,14.954152142202162
2024-09-01,254.0,243.34938060000871,10.650619399991285
2024-10-01,12.0,-111.31345731453109,123.31345731453109
2024-11-01,227.0,190.6130487450837,36.38695125491631
2024-12-01,256.0,273.08951802703615,-17.08951802703615
2025-01-01,143.0,462.4697552529269,-319.4697552529269
2025-02-01,151.0,18.96013727506829,132.0398627249317
2025-03-01,228.0,174.98094343430273,53.01905656569727
2025-04-01,177.0,77.10737930793243,99.89262069206757
2025-05-01,139.0,-71.41358677589608,210.41358677589608
2025-06-01,147.0,-54.711754202479995,201.71175420248
2025-07-01,73.0,-104.132081062427,177.132081062427
2025-08-01,22.0,-70.90017201234703,92.90017201234703
2025-09-01,119.0,215.67661646951677,-96.67661646951677
2025-10-01,-138.0,-217.369798608873,79.369798608873
2025-11-01,64.0,271.1842535431655,-207.18425354316548
2025-12-01,50.0,93.65691894914309,-43.65691894914309
2026-01-01,130.0,188.17503542854092,-58.17503542854092
2026-02-01,-92.0,10.369017153595337,-102.36901715359534
2026-03-01,178.0,312.8912284886077,-134.89122848860768
2026-04-01,,166.56315315713937,
2026-05-01,,263.8110307612443,
