lag,value
0,1.0
1,0.210579760611141
2,-0.18480097961032033
3,0.25818272019602934
4,0.025700460349973458
5,-0.20425743993208095
6,0.1132355375706746
7,-0.2210440498224987
8,0.14512437652265892
9,-0.03898113611969102
10,-0.11585074583768269
11,0.11683541832866377
12,0.11742325512609399
13,-0.12924651602099022
14,0.10804179521699696
15,-0.13251612638315755
16,0.008369727142671517
17,-0.21083780415163678
18,0.03652087633152077
19,0.14608969109438855
20,0.013565892365725871
21,-0.1700885315740628
22,0.0769557842361185
23,-0.05210215998265995
24,-0.031067891745617277
