lag,value
0,1.0
1,-0.07114219447924418
2,-0.3350330649379539
3,-0.03317022561941165
4,0.29238172467482204
5,-0.24824484196653915
6,0.0008677275617204696
7,-0.27188279265706455
8,-0.0002034147567383945
9,0.10793735985539002
10,-0.042025211603291576
11,0.17899973272492958
12,-0.016299806577608413
13,-0.02111321504120079
14,-0.030364335462836754
15,0.05105931837152088
16,0.017418560328028566
17,-0.19358477683386432
18,0.05705547064737721
19,0.09580091497066395
20,-0.12745590439156596
21,-0.0029110633020365726
22,-0.06885022012339496
23,0.014447024554302232
24,-0.002625389675280011
